dataset,method,method_label,budget,seed,learner,deployed_r2,leaf_refit_r2,leaf_estimate_recovery,leaf_population_l1,train_rows,status,full_deployed_r2,structure_ref_r2,structure_error,total_gap
california_housing,k_center,K-center,budget_50,seed_0,xgboost,-0.08249731906610491,0.6106672570777631,0.6931645761438681,0.2596539351851852,50,ok,0.7909011707679066,0.7877956810510209,0.1771284239732578,0.8702930001171258
california_housing,k_center,K-center,budget_50,seed_0,lightgbm,0.09833988321123499,0.3295882180160892,0.23124833480485418,0.14343353174603177,50,ok,0.7911060699184305,0.791105613202593,0.4615173951865038,0.692765729991358
california_housing,full_data,Full data,budget_25,seed_0,xgboost,0.7909011707679066,0.7877956810510209,-0.0031054897168856233,0.0,7200,ok,0.7909011707679066,0.7877956810510209,0.0,-0.0031054897168856233
california_housing,full_data,Full data,budget_25,seed_0,lightgbm,0.7911060699184305,0.791105613202593,-4.567158374824132e-07,0.0,7200,ok,0.7911060699184305,0.791105613202593,0.0,-4.567158374824132e-07
california_housing,full_data,Full data,budget_50,seed_0,xgboost,0.7909011707679066,0.7877956810510209,-0.0031054897168856233,0.0,7200,ok,0.7909011707679066,0.7877956810510209,0.0,-0.0031054897168856233
california_housing,full_data,Full data,budget_50,seed_0,lightgbm,0.7911060699184305,0.791105613202593,-4.567158374824132e-07,0.0,7200,ok,0.7911060699184305,0.791105613202593,0.0,-4.567158374824132e-07
abalone,histdistill,HistDistill,budget_25,seed_0,xgboost,0.3083687763565165,0.45123144149494065,0.14286266513842416,0.1735582168995343,25,ok,0.5453953145788566,0.5363830533888048,0.08515161189386411,0.22801427703228827
abalone,histdistill,HistDistill,budget_25,seed_0,lightgbm,-0.08396517501187017,-0.002694347602035796,0.08127082740983438,0.0,25,ok,0.5593941269239902,0.5592869565319809,0.5619813041340167,0.6432521315438511
abalone,histdistill,HistDistill,budget_50,seed_0,xgboost,0.42152066139776834,0.5125208837535185,0.09100022235575012,0.1262804391217565,50,ok,0.5453953145788566,0.5363830533888048,0.023862169635286312,0.11486239199103643
abalone,histdistill,HistDistill,budget_50,seed_0,lightgbm,0.3023422932397829,0.3003471475770738,-0.0019951456627090858,0.01993156544054747,50,ok,0.5593941269239902,0.5592869565319809,0.2589398089549071,0.256944663292198
abalone,random,Random,budget_25,seed_0,xgboost,0.2329105348726288,0.45856062138841214,0.22565008651578333,0.16726546906187625,25,ok,0.5453953145788566,0.5363830533888048,0.07782243200039263,0.30347251851617596
abalone,random,Random,budget_25,seed_0,lightgbm,-0.003498704070549419,-0.002694347602035796,0.0008043564685136229,0.0,25,ok,0.5593941269239902,0.5592869565319809,0.5619813041340167,0.5627856606025303
abalone,random,Random,budget_50,seed_0,xgboost,0.1932207563423758,0.5092482426566358,0.31602748631426003,0.12340751829673985,50,ok,0.5453953145788566,0.5363830533888048,0.027134810732168946,0.343162297046429
