dataset,seed,state,depth,dose_ratio,epsilon,margin,agreement,split_regret_norm
bank_marketing,seed_0,probe_depth_0,0,0.0,0.0,0.3130501583158889,1.0,0.0
bank_marketing,seed_0,probe_depth_0,0,0.25,0.07826253957897222,0.3130501583158889,1.0,0.0
bank_marketing,seed_0,probe_depth_0,0,0.49,0.15339457757478556,0.3130501583158889,1.0,0.0
bank_marketing,seed_0,probe_depth_0,0,0.5,0.15652507915794445,0.3130501583158889,1.0,0.0
bank_marketing,seed_0,probe_depth_0,0,0.75,0.23478761873691667,0.3130501583158889,0.9609375,4.122241747126107e-05
bank_marketing,seed_0,probe_depth_0,0,1.0,0.3130501583158889,0.3130501583158889,0.8203125,0.00018962312036780094
bank_marketing,seed_0,probe_depth_0,0,1.5,0.46957523747383334,0.3130501583158889,0.8203125,0.00018962312036780094
bank_marketing,seed_0,probe_depth_0,0,2.0,0.6261003166317778,0.3130501583158889,0.6796875,0.0004276806015528524
bank_marketing,seed_0,probe_depth_1,1,0.0,0.0,9.714343307423604,1.0,0.0
bank_marketing,seed_0,probe_depth_1,1,0.25,2.428585826855901,9.714343307423604,1.0,0.0
bank_marketing,seed_0,probe_depth_1,1,0.49,4.760028220637566,9.714343307423604,1.0,0.0
bank_marketing,seed_0,probe_depth_1,1,0.5,4.857171653711802,9.714343307423604,1.0,0.0
bank_marketing,seed_0,probe_depth_1,1,0.75,7.285757480567703,9.714343307423604,0.84375,0.03489947835787888
bank_marketing,seed_0,probe_depth_1,1,1.0,9.714343307423604,9.714343307423604,0.6796875,0.0761427691995255
bank_marketing,seed_0,probe_depth_1,1,1.5,14.571514961135406,9.714343307423604,0.5546875,0.1141019447988394
bank_marketing,seed_0,probe_depth_1,1,2.0,19.42868661484721,9.714343307423604,0.3671875,0.16969754990873745
bank_marketing,seed_0,probe_depth_2,2,0.0,0.0,0.849668375030177,1.0,0.0
bank_marketing,seed_0,probe_depth_2,2,0.25,0.21241709375754425,0.849668375030177,1.0,0.0
bank_marketing,seed_0,probe_depth_2,2,0.49,0.41633750376478673,0.849668375030177,1.0,0.0
bank_marketing,seed_0,probe_depth_2,2,0.5,0.4248341875150885,0.849668375030177,1.0,0.0
bank_marketing,seed_0,probe_depth_2,2,0.75,0.6372512812726328,0.849668375030177,0.9140625,0.002366366283381262
bank_marketing,seed_0,probe_depth_2,2,1.0,0.849668375030177,0.849668375030177,0.8984375,0.0027966146985414914
bank_marketing,seed_0,probe_depth_2,2,1.5,1.2745025625452655,0.849668375030177,0.703125,0.008174719888044359
bank_marketing,seed_0,probe_depth_2,2,2.0,1.699336750060354,0.849668375030177,0.6953125,0.008389844095624474
bank_marketing,seed_0,probe_depth_2,2,0.0,0.0,0.5405375722434691,1.0,0.0
bank_marketing,seed_0,probe_depth_2,2,0.25,0.13513439306086727,0.5405375722434691,1.0,0.0
bank_marketing,seed_0,probe_depth_2,2,0.49,0.26486341039929984,0.5405375722434691,1.0,0.0
bank_marketing,seed_0,probe_depth_2,2,0.5,0.27026878612173455,0.5405375722434691,1.0,0.0
bank_marketing,seed_0,probe_depth_2,2,0.75,0.4054031791826018,0.5405375722434691,0.9375,0.002519726721074488
bank_marketing,seed_0,probe_depth_2,2,1.0,0.5405375722434691,0.5405375722434691,0.890625,0.0044095217618803535
bank_marketing,seed_0,probe_depth_2,2,1.5,0.8108063583652036,0.5405375722434691,0.7734375,0.009134009363895017
bank_marketing,seed_0,probe_depth_2,2,2.0,1.0810751444869382,0.5405375722434691,0.703125,0.01362138537480549
bank_marketing,seed_0,probe_depth_1,1,0.0,0.0,2.7052385595426642,1.0,0.0
bank_marketing,seed_0,probe_depth_1,1,0.25,0.6763096398856661,2.7052385595426642,1.0,0.0
bank_marketing,seed_0,probe_depth_1,1,0.49,1.3255668941759053,2.7052385595426642,1.0,0.0
bank_marketing,seed_0,probe_depth_1,1,0.5,1.3526192797713321,2.7052385595426642,1.0,0.0
bank_marketing,seed_0,probe_depth_1,1,0.75,2.028928919656998,2.7052385595426642,0.953125,0.0020554925002865747
bank_marketing,seed_0,probe_depth_1,1,1.0,2.7052385595426642,2.7052385595426642,0.890625,0.004796149167335341
bank_marketing,seed_0,probe_depth_1,1,1.5,4.057857839313996,2.7052385595426642,0.640625,0.01769861871311222
bank_marketing,seed_0,probe_depth_1,1,2.0,5.4104771190853285,2.7052385595426642,0.625,0.020050301977496715
bank_marketing,seed_0,probe_depth_2,2,0.0,0.0,2.7052385595426642,1.0,0.0
bank_marketing,seed_0,probe_depth_2,2,0.25,0.6763096398856661,2.7052385595426642,1.0,0.0
bank_marketing,seed_0,probe_depth_2,2,0.49,1.3255668941759053,2.7052385595426642,1.0,0.0
bank_marketing,seed_0,probe_depth_2,2,0.5,1.3526192797713321,2.7052385595426642,1.0,0.0
bank_marketing,seed_0,probe_depth_2,2,0.75,2.028928919656998,2.7052385595426642,0.921875,0.0034258208338109578
bank_marketing,seed_0,probe_depth_2,2,1.0,2.7052385595426642,2.7052385595426642,0.8046875,0.008564552084527395
bank_marketing,seed_0,probe_depth_2,2,1.5,4.057857839313996,2.7052385595426642,0.6796875,0.015500747576811288
bank_marketing,seed_0,probe_depth_2,2,2.0,5.4104771190853285,2.7052385595426642,0.5625,0.024932337556775534
bank_marketing,seed_0,probe_depth_0,0,0.0,0.0,1.3740242744098055,1.0,0.0
bank_marketing,seed_0,probe_depth_0,0,0.25,0.34350606860245136,1.3740242744098055,1.0,0.0
bank_marketing,seed_0,probe_depth_0,0,0.49,0.6732718944608047,1.3740242744098055,1.0,0.0
bank_marketing,seed_0,probe_depth_0,0,0.5,0.6870121372049027,1.3740242744098055,1.0,0.0
bank_marketing,seed_0,probe_depth_0,0,0.75,1.030518205807354,1.3740242744098055,0.96875,0.00025243432386096756
bank_marketing,seed_0,probe_depth_0,0,1.0,1.3740242744098055,1.3740242744098055,0.859375,0.0011359544573743539
bank_marketing,seed_0,probe_depth_0,0,1.5,2.061036411614708,1.3740242744098055,0.8359375,0.0013252802002700797
bank_marketing,seed_0,probe_depth_0,0,2.0,2.748048548819611,1.3740242744098055,0.7265625,0.002208800333783466
bank_marketing,seed_0,probe_depth_1,1,0.0,0.0,3.829485422173235,1.0,0.0
bank_marketing,seed_0,probe_depth_1,1,0.25,0.9573713555433088,3.829485422173235,1.0,0.0
bank_marketing,seed_0,probe_depth_1,1,0.49,1.8764478568648852,3.829485422173235,1.0,0.0
bank_marketing,seed_0,probe_depth_1,1,0.5,1.9147427110866175,3.829485422173235,1.0,0.0
bank_marketing,seed_0,probe_depth_1,1,0.75,2.8721140666299263,3.829485422173235,0.9375,0.012430891549613032
bank_marketing,seed_0,probe_depth_1,1,1.0,3.829485422173235,3.829485422173235,0.6953125,0.06419150905453042
bank_marketing,seed_0,probe_depth_1,1,1.5,5.744228133259853,3.829485422173235,0.578125,0.1012200790397102
bank_marketing,seed_0,probe_depth_1,1,2.0,7.65897084434647,3.829485422173235,0.40625,0.1409651568195835
bank_marketing,seed_0,probe_depth_2,2,0.0,0.0,2.8603680595116714,1.0,0.0
bank_marketing,seed_0,probe_depth_2,2,0.25,0.7150920148779178,2.8603680595116714,1.0,0.0
bank_marketing,seed_0,probe_depth_2,2,0.49,1.401580349160719,2.8603680595116714,1.0,0.0
bank_marketing,seed_0,probe_depth_2,2,0.5,1.4301840297558357,2.8603680595116714,1.0,0.0
bank_marketing,seed_0,probe_depth_2,2,0.75,2.1452760446337535,2.8603680595116714,0.9296875,0.011740465341449314
bank_marketing,seed_0,probe_depth_2,2,1.0,2.8603680595116714,2.8603680595116714,0.78125,0.03910752346036355
bank_marketing,seed_0,probe_depth_2,2,1.5,4.290552089267507,2.8603680595116714,0.6953125,0.06557477023130297
bank_marketing,seed_0,probe_depth_2,2,2.0,5.720736119023343,2.8603680595116714,0.4921875,0.10757556486507211
bank_marketing,seed_1,root,0,0.0,0.0,14.812141201714098,1.0,0.0
bank_marketing,seed_1,root,0,0.25,3.7030353004285246,14.812141201714098,1.0,0.0
bank_marketing,seed_1,root,0,0.49,7.257949188839908,14.812141201714098,1.0,0.0
bank_marketing,seed_1,root,0,0.5,7.406070600857049,14.812141201714098,1.0,0.0
bank_marketing,seed_1,root,0,0.75,11.109105901285574,14.812141201714098,0.90625,0.0020233607217840185
bank_marketing,seed_1,root,0,1.0,14.812141201714098,14.812141201714098,0.8515625,0.0032534716912773747
bank_marketing,seed_1,root,0,1.5,22.218211802571147,14.812141201714098,0.5859375,0.01031495064597867
bank_marketing,seed_1,root,0,2.0,29.624282403428197,14.812141201714098,0.6328125,0.008588726569162392
bank_marketing,seed_1,probe_depth_0,0,0.0,0.0,14.812141201714098,1.0,0.0
bank_marketing,seed_1,probe_depth_0,0,0.25,3.7030353004285246,14.812141201714098,1.0,0.0
bank_marketing,seed_1,probe_depth_0,0,0.49,7.257949188839908,14.812141201714098,1.0,0.0
bank_marketing,seed_1,probe_depth_0,0,0.5,7.406070600857049,14.812141201714098,1.0,0.0
bank_marketing,seed_1,probe_depth_0,0,0.75,11.109105901285574,14.812141201714098,0.9296875,0.0015075570983141449
bank_marketing,seed_1,probe_depth_0,0,1.0,14.812141201714098,14.812141201714098,0.828125,0.0038091290868427236
bank_marketing,seed_1,probe_depth_0,0,1.5,22.218211802571147,14.812141201714098,0.6796875,0.0077092271964227365
bank_marketing,seed_1,probe_depth_0,0,2.0,29.624282403428197,14.812141201714098,0.515625,0.012580558839403462
bank_marketing,seed_1,probe_depth_2,2,0.0,0.0,5.780874132636399,1.0,0.0
bank_marketing,seed_1,probe_depth_2,2,0.25,1.4452185331590996,5.780874132636399,1.0,0.0
bank_marketing,seed_1,probe_depth_2,2,0.49,2.8326283249918354,5.780874132636399,1.0,0.0
bank_marketing,seed_1,probe_depth_2,2,0.5,2.8904370663181993,5.780874132636399,1.0,0.0
bank_marketing,seed_1,probe_depth_2,2,0.75,4.335655599477299,5.780874132636399,0.9296875,0.006124513634655099
bank_marketing,seed_1,probe_depth_2,2,1.0,5.780874132636399,5.780874132636399,0.8203125,0.01759241191605166
bank_marketing,seed_1,probe_depth_2,2,1.5,8.671311198954598,5.780874132636399,0.6171875,0.045852141654798784
bank_marketing,seed_1,probe_depth_2,2,2.0,11.561748265272797,5.780874132636399,0.5,0.06287969169247376
bank_marketing,seed_1,probe_depth_2,2,0.0,0.0,161.07884500510895,1.0,0.0
bank_marketing,seed_1,probe_depth_2,2,0.25,40.269711251277236,161.07884500510895,1.0,0.0
bank_marketing,seed_1,probe_depth_2,2,0.49,78.92863405250338,161.07884500510895,1.0,0.0
bank_marketing,seed_1,probe_depth_2,2,0.5,80.53942250255447,161.07884500510895,1.0,0.0
bank_marketing,seed_1,probe_depth_2,2,0.75,120.8091337538317,161.07884500510895,0.828125,0.09607996530511806
bank_marketing,seed_1,probe_depth_2,2,1.0,161.07884500510895,161.07884500510895,0.640625,0.20526728319948206
bank_marketing,seed_1,probe_depth_2,2,1.5,241.6182675076634,161.07884500510895,0.4921875,0.3021812157419742
bank_marketing,seed_1,probe_depth_2,2,2.0,322.1576900102179,161.07884500510895,0.40625,0.3629146933346168
bank_marketing,seed_1,probe_depth_1,1,0.0,0.0,0.30097614341502776,1.0,0.0
bank_marketing,seed_1,probe_depth_1,1,0.25,0.07524403585375694,0.30097614341502776,1.0,0.0
bank_marketing,seed_1,probe_depth_1,1,0.49,0.1474783102733636,0.30097614341502776,1.0,0.0
bank_marketing,seed_1,probe_depth_1,1,0.5,0.15048807170751388,0.30097614341502776,1.0,0.0
bank_marketing,seed_1,probe_depth_1,1,0.75,0.22573210756127082,0.30097614341502776,0.953125,0.0004083461251570228
bank_marketing,seed_1,probe_depth_1,1,1.0,0.30097614341502776,0.30097614341502776,0.875,0.0010889230004187274
bank_marketing,seed_1,probe_depth_1,1,1.5,0.45146421512254165,0.30097614341502776,0.765625,0.002041730625785114
bank_marketing,seed_1,probe_depth_1,1,2.0,0.6019522868300555,0.30097614341502776,0.734375,0.0023139613758897956
bank_marketing,seed_1,probe_depth_2,2,0.0,0.0,2.6372765631686264,1.0,0.0
bank_marketing,seed_1,probe_depth_2,2,0.25,0.6593191407921566,2.6372765631686264,1.0,0.0
bank_marketing,seed_1,probe_depth_2,2,0.49,1.2922655159526268,2.6372765631686264,1.0,0.0
bank_marketing,seed_1,probe_depth_2,2,0.5,1.3186382815843132,2.6372765631686264,1.0,0.0
bank_marketing,seed_1,probe_depth_2,2,0.75,1.9779574223764698,2.6372765631686264,0.953125,0.005622945273673067
bank_marketing,seed_1,probe_depth_2,2,1.0,2.6372765631686264,2.6372765631686264,0.8515625,0.017805993366631374
bank_marketing,seed_1,probe_depth_2,2,1.5,3.9559148447529395,2.6372765631686264,0.8203125,0.02155462354908009
bank_marketing,seed_1,probe_depth_2,2,2.0,5.274553126337253,2.6372765631686264,0.671875,0.039360616915711466
bank_marketing,seed_1,probe_depth_2,2,0.0,0.0,1.436008456525542,1.0,0.0
bank_marketing,seed_1,probe_depth_2,2,0.25,0.3590021141313855,1.436008456525542,1.0,0.0
bank_marketing,seed_1,probe_depth_2,2,0.49,0.7036441436975156,1.436008456525542,1.0,0.0
bank_marketing,seed_1,probe_depth_2,2,0.5,0.718004228262771,1.436008456525542,1.0,0.0
bank_marketing,seed_1,probe_depth_2,2,0.75,1.0770063423941565,1.436008456525542,0.9296875,0.009159750336887432
bank_marketing,seed_1,probe_depth_2,2,1.0,1.436008456525542,1.436008456525542,0.90625,0.012213000449183244
bank_marketing,seed_1,probe_depth_2,2,1.5,2.154012684788313,1.436008456525542,0.75,0.03256800119782199
bank_marketing,seed_1,probe_depth_2,2,2.0,2.872016913051084,1.436008456525542,0.7109375,0.042825095771006766
bank_marketing,seed_1,probe_depth_0,0,0.0,0.0,11.58997331620344,1.0,0.0
bank_marketing,seed_1,probe_depth_0,0,0.25,2.89749332905086,11.58997331620344,1.0,0.0
bank_marketing,seed_1,probe_depth_0,0,0.49,5.679086924939686,11.58997331620344,1.0,0.0
bank_marketing,seed_1,probe_depth_0,0,0.5,5.79498665810172,11.58997331620344,1.0,0.0
bank_marketing,seed_1,probe_depth_0,0,0.75,8.69247998715258,11.58997331620344,0.921875,0.0016047274616748566
bank_marketing,seed_1,probe_depth_0,0,1.0,11.58997331620344,11.58997331620344,0.8671875,0.0027280366848472563
bank_marketing,seed_1,probe_depth_0,0,1.5,17.38495997430516,11.58997331620344,0.71875,0.005777018862029484
bank_marketing,seed_1,probe_depth_0,0,2.0,23.17994663240688,11.58997331620344,0.703125,0.008421857784682366
bank_marketing,seed_1,probe_depth_1,1,0.0,0.0,10.994448871793026,1.0,0.0
bank_marketing,seed_1,probe_depth_1,1,0.25,2.7486122179482564,10.994448871793026,1.0,0.0
bank_marketing,seed_1,probe_depth_1,1,0.49,5.387279947178582,10.994448871793026,1.0,0.0
bank_marketing,seed_1,probe_depth_1,1,0.5,5.497224435896513,10.994448871793026,1.0,0.0
bank_marketing,seed_1,probe_depth_1,1,0.75,8.24583665384477,10.994448871793026,0.84375,0.013487726139139861
bank_marketing,seed_1,probe_depth_1,1,1.0,10.994448871793026,10.994448871793026,0.75,0.021680563534185737
bank_marketing,seed_1,probe_depth_1,1,1.5,16.49167330768954,10.994448871793026,0.578125,0.03632500900674583
bank_marketing,seed_1,probe_depth_1,1,2.0,21.98889774358605,10.994448871793026,0.515625,0.042037404882347966
bank_marketing,seed_1,probe_depth_2,2,0.0,0.0,0.6578369287714239,1.0,0.0
bank_marketing,seed_1,probe_depth_2,2,0.25,0.16445923219285596,0.6578369287714239,1.0,0.0
bank_marketing,seed_1,probe_depth_2,2,0.49,0.32234009509799766,0.6578369287714239,1.0,0.0
bank_marketing,seed_1,probe_depth_2,2,0.5,0.32891846438571193,0.6578369287714239,1.0,0.0
bank_marketing,seed_1,probe_depth_2,2,0.75,0.4933776965785679,0.6578369287714239,0.9296875,0.001722905583582868
bank_marketing,seed_1,probe_depth_2,2,1.0,0.6578369287714239,0.6578369287714239,0.8359375,0.004020113028360025
bank_marketing,seed_1,probe_depth_2,2,1.5,0.9867553931571358,0.6578369287714239,0.75,0.006125886519405753
bank_marketing,seed_1,probe_depth_2,2,2.0,1.3156738575428477,0.6578369287714239,0.6953125,0.007465924195525761
bank_marketing,seed_1,probe_depth_1,1,0.0,0.0,1.2772759521914168,1.0,0.0
bank_marketing,seed_1,probe_depth_1,1,0.25,0.3193189880478542,1.2772759521914168,1.0,0.0
bank_marketing,seed_1,probe_depth_1,1,0.49,0.6258652165737942,1.2772759521914168,1.0,0.0
bank_marketing,seed_1,probe_depth_1,1,0.5,0.6386379760957084,1.2772759521914168,1.0,0.0
bank_marketing,seed_1,probe_depth_1,1,0.75,0.9579569641435626,1.2772759521914168,0.9609375,0.0008660630705884413
bank_marketing,seed_1,probe_depth_1,1,1.0,1.2772759521914168,1.2772759521914168,0.890625,0.0024249765976476355
bank_marketing,seed_1,probe_depth_1,1,1.5,1.9159139282871251,1.2772759521914168,0.7265625,0.006062441494119088
bank_marketing,seed_1,probe_depth_1,1,2.0,2.5545519043828335,1.2772759521914168,0.7109375,0.0064088667223544645
bank_marketing,seed_1,probe_depth_2,2,0.0,0.0,14.803475988137194,1.0,0.0
bank_marketing,seed_1,probe_depth_2,2,0.25,3.7008689970342985,14.803475988137194,1.0,0.0
bank_marketing,seed_1,probe_depth_2,2,0.49,7.253703234187225,14.803475988137194,1.0,0.0
bank_marketing,seed_1,probe_depth_2,2,0.5,7.401737994068597,14.803475988137194,1.0,0.0
bank_marketing,seed_1,probe_depth_2,2,0.75,11.102606991102896,14.803475988137194,0.921875,0.022806954233407263
bank_marketing,seed_1,probe_depth_2,2,1.0,14.803475988137194,14.803475988137194,0.84375,0.0514427612657717
bank_marketing,seed_1,probe_depth_2,2,1.5,22.20521398220579,14.803475988137194,0.6875,0.11700412081685374
bank_marketing,seed_1,probe_depth_2,2,2.0,29.606951976274388,14.803475988137194,0.484375,0.22865939509033062
bank_marketing,seed_1,probe_depth_2,2,0.0,0.0,0.7656173476509025,1.0,0.0
bank_marketing,seed_1,probe_depth_2,2,0.25,0.19140433691272563,0.7656173476509025,1.0,0.0
bank_marketing,seed_1,probe_depth_2,2,0.49,0.3751525003489422,0.7656173476509025,1.0,0.0
bank_marketing,seed_1,probe_depth_2,2,0.5,0.38280867382545125,0.7656173476509025,1.0,0.0
bank_marketing,seed_1,probe_depth_2,2,0.75,0.5742130107381769,0.7656173476509025,0.9296875,0.005262724274161657
bank_marketing,seed_1,probe_depth_2,2,1.0,0.7656173476509025,0.7656173476509025,0.8203125,0.0134491842561909
bank_marketing,seed_1,probe_depth_2,2,1.5,1.1484260214763538,0.7656173476509025,0.7734375,0.016957667105632002
bank_marketing,seed_1,probe_depth_2,2,2.0,1.531234695301805,0.7656173476509025,0.703125,0.02222039137979366
bank_marketing,seed_1,probe_depth_0,0,0.0,0.0,1.2038302703650743,1.0,0.0
bank_marketing,seed_1,probe_depth_0,0,0.25,0.30095756759126857,1.2038302703650743,1.0,0.0
bank_marketing,seed_1,probe_depth_0,0,0.49,0.5898768324788863,1.2038302703650743,1.0,0.0
bank_marketing,seed_1,probe_depth_0,0,0.5,0.6019151351825371,1.2038302703650743,1.0,0.0
bank_marketing,seed_1,probe_depth_0,0,0.75,0.9028727027738057,1.2038302703650743,0.9375,0.00025515393053876024
bank_marketing,seed_1,probe_depth_0,0,1.0,1.2038302703650743,1.2038302703650743,0.8046875,0.0007973560329336258
bank_marketing,seed_1,probe_depth_0,0,1.5,1.8057454055476114,1.2038302703650743,0.71875,0.001301630181647878
bank_marketing,seed_1,probe_depth_0,0,2.0,2.4076605407301486,1.2038302703650743,0.671875,0.001646433123775405
bank_marketing,seed_1,probe_depth_1,1,0.0,0.0,12.044659259518909,1.0,0.0
bank_marketing,seed_1,probe_depth_1,1,0.25,3.011164814879727,12.044659259518909,1.0,0.0
bank_marketing,seed_1,probe_depth_1,1,0.49,5.901883037164265,12.044659259518909,1.0,0.0
bank_marketing,seed_1,probe_depth_1,1,0.5,6.022329629759454,12.044659259518909,1.0,0.0
bank_marketing,seed_1,probe_depth_1,1,0.75,9.033494444639182,12.044659259518909,0.765625,0.09841136311708637
bank_marketing,seed_1,probe_depth_1,1,1.0,12.044659259518909,12.044659259518909,0.6328125,0.1545961382143236
bank_marketing,seed_1,probe_depth_1,1,1.5,18.066988889278363,12.044659259518909,0.4375,0.2590860997539403
bank_marketing,seed_1,probe_depth_1,1,2.0,24.089318519037818,12.044659259518909,0.3515625,0.29535511272394793
bank_marketing,seed_1,probe_depth_2,2,0.0,0.0,10.920376859499811,1.0,0.0
bank_marketing,seed_1,probe_depth_2,2,0.25,2.7300942148749527,10.920376859499811,1.0,0.0
bank_marketing,seed_1,probe_depth_2,2,0.49,5.350984661154907,10.920376859499811,1.0,0.0
bank_marketing,seed_1,probe_depth_2,2,0.5,5.4601884297499055,10.920376859499811,1.0,0.0
bank_marketing,seed_1,probe_depth_2,2,0.75,8.190282644624858,10.920376859499811,0.84375,0.0683111430473402
bank_marketing,seed_1,probe_depth_2,2,1.0,10.920376859499811,10.920376859499811,0.59375,0.1857114248503858
bank_marketing,seed_1,probe_depth_2,2,1.5,16.380565289249716,10.920376859499811,0.46875,0.24682622709263327
bank_marketing,seed_1,probe_depth_2,2,2.0,21.840753718999622,10.920376859499811,0.3671875,0.3027549194748661
bank_marketing,seed_1,probe_depth_2,2,0.0,0.0,0.5809219953184037,1.0,0.0
bank_marketing,seed_1,probe_depth_2,2,0.25,0.14523049882960093,0.5809219953184037,1.0,0.0
bank_marketing,seed_1,probe_depth_2,2,0.49,0.2846517777060178,0.5809219953184037,1.0,0.0
bank_marketing,seed_1,probe_depth_2,2,0.5,0.29046099765920186,0.5809219953184037,1.0,0.0
bank_marketing,seed_1,probe_depth_2,2,0.75,0.4356914964888028,0.5809219953184037,0.9609375,0.003060029136174848
bank_marketing,seed_1,probe_depth_2,2,1.0,0.5809219953184037,0.5809219953184037,0.9140625,0.0067320640995846654
bank_marketing,seed_1,probe_depth_2,2,1.5,0.8713829929776056,0.5809219953184037,0.6484375,0.030592667947597255
bank_marketing,seed_1,probe_depth_2,2,2.0,1.1618439906368074,0.5809219953184037,0.6875,0.03058504453344603
bank_marketing,seed_1,probe_depth_1,1,0.0,0.0,0.42966063881868877,1.0,0.0
bank_marketing,seed_1,probe_depth_1,1,0.25,0.10741515970467219,0.42966063881868877,1.0,0.0
bank_marketing,seed_1,probe_depth_1,1,0.49,0.2105337130211575,0.42966063881868877,1.0,0.0
bank_marketing,seed_1,probe_depth_1,1,0.5,0.21483031940934438,0.42966063881868877,1.0,0.0
bank_marketing,seed_1,probe_depth_1,1,0.75,0.3222454791140166,0.42966063881868877,0.953125,0.000248493843585745
bank_marketing,seed_1,probe_depth_1,1,1.0,0.42966063881868877,0.42966063881868877,0.8828125,0.0006212346089643625
bank_marketing,seed_1,probe_depth_1,1,1.5,0.6444909582280332,0.42966063881868877,0.7578125,0.0012838848585263493
bank_marketing,seed_1,probe_depth_1,1,2.0,0.8593212776373775,0.42966063881868877,0.6796875,0.001698041264502591
bank_marketing,seed_1,probe_depth_2,2,0.0,0.0,4.119325276715571,1.0,0.0
bank_marketing,seed_1,probe_depth_2,2,0.25,1.0298313191788928,4.119325276715571,1.0,0.0
bank_marketing,seed_1,probe_depth_2,2,0.49,2.0184693855906297,4.119325276715571,1.0,0.0
bank_marketing,seed_1,probe_depth_2,2,0.5,2.0596626383577856,4.119325276715571,1.0,0.0
bank_marketing,seed_1,probe_depth_2,2,0.75,3.0894939575366784,4.119325276715571,0.859375,0.006830644485987249
bank_marketing,seed_1,probe_depth_2,2,1.0,4.119325276715571,4.119325276715571,0.7109375,0.014040769221195994
bank_marketing,seed_1,probe_depth_2,2,1.5,6.178987915073357,4.119325276715571,0.5859375,0.020468610354263127
bank_marketing,seed_1,probe_depth_2,2,2.0,8.238650553431142,4.119325276715571,0.546875,0.023078325891416514
bank_marketing,seed_1,probe_depth_2,2,0.0,0.0,0.45396018443767616,1.0,0.0
bank_marketing,seed_1,probe_depth_2,2,0.25,0.11349004610941904,0.45396018443767616,1.0,0.0
bank_marketing,seed_1,probe_depth_2,2,0.49,0.2224404903744613,0.45396018443767616,1.0,0.0
bank_marketing,seed_1,probe_depth_2,2,0.5,0.22698009221883808,0.45396018443767616,1.0,0.0
bank_marketing,seed_1,probe_depth_2,2,0.75,0.3404701383282571,0.45396018443767616,0.9609375,0.0017428279226590227
bank_marketing,seed_1,probe_depth_2,2,1.0,0.45396018443767616,0.45396018443767616,0.9140625,0.00383422142984985
bank_marketing,seed_1,probe_depth_2,2,1.5,0.6809402766565142,0.45396018443767616,0.75,0.011154098705017745
bank_marketing,seed_1,probe_depth_2,2,2.0,0.9079203688753523,0.45396018443767616,0.6953125,0.013594057796740375
bank_marketing,seed_1,probe_depth_0,0,0.0,0.0,1.2107523508500435,1.0,0.0
bank_marketing,seed_1,probe_depth_0,0,0.25,0.3026880877125109,1.2107523508500435,1.0,0.0
bank_marketing,seed_1,probe_depth_0,0,0.49,0.5932686519165213,1.2107523508500435,1.0,0.0
bank_marketing,seed_1,probe_depth_0,0,0.5,0.6053761754250218,1.2107523508500435,1.0,0.0
bank_marketing,seed_1,probe_depth_0,0,0.75,0.9080642631375326,1.2107523508500435,0.984375,0.0001175578840321267
bank_marketing,seed_1,probe_depth_0,0,1.0,1.2107523508500435,1.2107523508500435,0.921875,0.0005877894201606335
bank_marketing,seed_1,probe_depth_0,0,1.5,1.8161285262750653,1.2107523508500435,0.796875,0.0015282524924176471
bank_marketing,seed_1,probe_depth_0,0,2.0,2.421504701700087,1.2107523508500435,0.7265625,0.002057262970562217
bank_marketing,seed_1,probe_depth_1,1,0.0,0.0,2.8841154879779083,1.0,0.0
bank_marketing,seed_1,probe_depth_1,1,0.25,0.7210288719944771,2.8841154879779083,1.0,0.0
bank_marketing,seed_1,probe_depth_1,1,0.49,1.413216589109175,2.8841154879779083,1.0,0.0
bank_marketing,seed_1,probe_depth_1,1,0.5,1.4420577439889541,2.8841154879779083,1.0,0.0
bank_marketing,seed_1,probe_depth_1,1,0.75,2.163086615983431,2.8841154879779083,0.890625,0.01712252248894247
bank_marketing,seed_1,probe_depth_1,1,1.0,2.8841154879779083,2.8841154879779083,0.625,0.05790692745386844
bank_marketing,seed_1,probe_depth_1,1,1.5,4.326173231966862,2.8841154879779083,0.515625,0.08021820463366125
bank_marketing,seed_1,probe_depth_1,1,2.0,5.768230975955817,2.8841154879779083,0.421875,0.09661610271895381
bank_marketing,seed_1,probe_depth_2,2,0.0,0.0,1.985251757559709,1.0,0.0
bank_marketing,seed_1,probe_depth_2,2,0.25,0.49631293938992727,1.985251757559709,1.0,0.0
bank_marketing,seed_1,probe_depth_2,2,0.49,0.9727733612042574,1.985251757559709,1.0,0.0
bank_marketing,seed_1,probe_depth_2,2,0.5,0.9926258787798545,1.985251757559709,1.0,0.0
bank_marketing,seed_1,probe_depth_2,2,0.75,1.4889388181697818,1.985251757559709,0.921875,0.009700097080715148
bank_marketing,seed_1,probe_depth_2,2,1.0,1.985251757559709,1.985251757559709,0.8359375,0.02134735372528594
bank_marketing,seed_1,probe_depth_2,2,1.5,2.9778776363395636,1.985251757559709,0.5234375,0.07139416541089572
bank_marketing,seed_1,probe_depth_2,2,2.0,3.970503515119418,1.985251757559709,0.515625,0.07519423274715194
bank_marketing,seed_2,root,0,0.0,0.0,14.812141201714098,1.0,0.0
bank_marketing,seed_2,root,0,0.25,3.7030353004285246,14.812141201714098,1.0,0.0
bank_marketing,seed_2,root,0,0.49,7.257949188839908,14.812141201714098,1.0,0.0
bank_marketing,seed_2,root,0,0.5,7.406070600857049,14.812141201714098,1.0,0.0
