task,dataset,method,method_label,budget,seed,learner,train_rows,select_seconds,train_seconds,primary_metric,r2,mae,rmse
regression,california_housing,histdistill,HistDistill,budget_25,seed_0,xgboost,25,0.32061350000003586,0.04077769999821612,0.19346132493614154,0.19346132493614154,0.697113313167405,1.0236855240162546
regression,california_housing,histdistill,HistDistill,budget_25,seed_0,lightgbm,25,0.31900429999950575,0.004315899999710382,-0.15284652097770524,-0.15284652097770524,0.8904538792869567,1.2238824574812237
regression,california_housing,histdistill,HistDistill,budget_25,seed_0,mlp,25,0.3212757999990572,0.08666189999894414,0.30650541602962,0.30650541602962,0.5826689989213228,0.9492388402741214
regression,california_housing,histdistill,HistDistill,budget_50,seed_0,xgboost,50,0.3283308999998553,0.03362670000024082,0.5692149728460879,0.5692149728460879,0.5607262014453729,0.748142390923714
regression,california_housing,histdistill,HistDistill,budget_50,seed_0,lightgbm,50,0.3625847999992402,0.01546049999888055,0.3532625417267189,0.3532625417267189,0.7007339936645361,0.9166804535799871
regression,california_housing,histdistill,HistDistill,budget_50,seed_0,mlp,50,0.3366046999999526,0.139284900000348,-1.1095995189622698,-1.1095995189622698,0.7208677083411694,1.655594489021194
regression,california_housing,random,Random,budget_25,seed_0,xgboost,25,0.0002294000005349517,0.030232499999328866,0.2956749888918858,0.2956749888918858,0.6786528396929263,0.9566223397312427
regression,california_housing,random,Random,budget_25,seed_0,lightgbm,25,0.00020390000099723693,0.004299099999116152,-0.0011205563922487283,-0.0011205563922487283,0.8979363763067245,1.1405048927061396
regression,california_housing,random,Random,budget_25,seed_0,mlp,25,0.0002509000005375128,0.07602079999924172,-5.277893243579665,-5.277893243579665,0.8510273244561831,2.8560179083691963
regression,california_housing,random,Random,budget_50,seed_0,xgboost,50,0.00020089999998162966,0.036474700000326266,0.30549676946446735,0.30549676946446735,0.7244581199742476,0.9499288951307796
regression,california_housing,random,Random,budget_50,seed_0,lightgbm,50,0.00027120000049762893,0.013311600001543411,0.2745869942927819,0.2745869942927819,0.7915427045333843,0.9708376985174096
regression,california_housing,random,Random,budget_50,seed_0,mlp,50,0.0001962000005732989,0.18644270000004326,-13.54598444785779,-13.54598444785779,1.1609848257984003,4.347359174648099
