dataset,method,method_label,budget,seed,split_regret,split_regret_norm,split_regret_mean,split_regret_norm_mean,split_regret_root,split_regret_root_norm,split_regret_agreement,split_regret_weighted_agreement,split_regret_states,split_regret_depth_0_norm,split_regret_depth_0_agreement,split_regret_depth_1_norm,split_regret_depth_1_agreement,split_regret_depth_2_norm,split_regret_depth_2_agreement
credit_g,distribution_matching,DistributionMatching,budget_50,seed_2,15.648794051404446,0.7979578172513545,10.002706821340746,0.7831703279708722,25.12587628604996,0.8492835087714968,0.0,0.0,18.0,0.8104024894746218,0.0,0.707569270370709,0.0,0.8134008880311305,0.0
credit_g,k_center,K-center,budget_25,seed_0,15.278421492331814,0.7790929214872414,9.29225914144923,0.7324428676352689,23.86138260420975,0.8065421683817535,0.1,0.061388039174202734,20.0,0.8394251495335207,0.0,0.7689246838207292,0.16666666666666666,0.6486870557903772,0.1111111111111111
credit_g,k_center,K-center,budget_25,seed_1,17.272652295892648,0.8853392583317087,10.407907168442305,0.9323403778190658,26.430652885299324,0.8933864580878826,0.0,0.0,20.0,0.892968512773044,0.0,0.9008000955380572,0.0,0.9752404910319724,0.0
credit_g,k_center,K-center,budget_25,seed_2,17.283251063410944,0.8709379628828016,10.917540894957162,0.8305207641939492,29.493371063757834,0.9969098541026774,0.0,0.0,18.0,0.8495603031357662,0.0,0.8301441823907725,0.0,0.8188564159822986,0.0
credit_g,k_center,K-center,budget_50,seed_0,13.54095925723996,0.666972712869523,7.954998842022611,0.6054309789724035,21.985899082125023,0.7431486688617553,0.15,0.0782065044639925,20.0,0.6844122670840024,0.0,0.5286285292274178,0.16666666666666666,0.6127541187403948,0.2222222222222222
credit_g,k_center,K-center,budget_50,seed_1,16.137610654493848,0.8307003982534354,9.765581440612547,0.8629526548287705,21.985899082125023,0.7431486688617553,0.05,0.016880225882818543,20.0,0.8038951323508835,0.0,0.9044107335657596,0.0,0.8681236703807151,0.1111111111111111
credit_g,k_center,K-center,budget_50,seed_2,13.584887021145812,0.6810230717277562,8.536885005433655,0.6483646864621996,21.985899082125023,0.7431486688617553,0.0,0.0,18.0,0.6729843146749891,0.0,0.6441606223917373,0.0,0.6356049588732451,0.0
credit_g,gradient_sampling,Gradient sampling,budget_25,seed_0,0.9402811400066252,0.1345721220568527,1.605044785902973,0.32376874374219117,0.0,0.0,0.35,0.6529372817749352,20.0,0.009652096760339906,0.8,0.2937541427960577,0.16666666666666666,0.518287726029531,0.2222222222222222
credit_g,gradient_sampling,Gradient sampling,budget_25,seed_1,0.8720519621429298,0.1517259900559007,1.7836665489311865,0.4474320490637898,0.0,0.0,0.3,0.5841133631530427,20.0,0.00798214784364519,0.6,0.5281084895927644,0.16666666666666666,0.6377865893889982,0.2222222222222222
credit_g,gradient_sampling,Gradient sampling,budget_25,seed_2,0.6164012577296426,0.101315485132858,1.2700284054321864,0.3005590416959765,0.0,0.0,0.3333333333333333,0.5600166998927751,18.0,0.002588044109623138,0.8,0.28230775689561055,0.4,0.4981979681876762,0.0
credit_g,gradient_sampling,Gradient sampling,budget_50,seed_0,0.939823062781957,0.1347813575026412,1.607540341863271,0.3251236339058852,0.0,0.0,0.35,0.6529372817749352,20.0,0.009652096760339906,0.8,0.28592424970669944,0.16666666666666666,0.5265185217862011,0.2222222222222222
credit_g,gradient_sampling,Gradient sampling,budget_50,seed_1,0.7954883633024756,0.1409670923519276,1.657186662849184,0.426983295268143,0.0,0.0,0.3,0.5841133631530427,20.0,0.00798214784364519,0.6,0.5267084116438427,0.16666666666666666,0.593278299586842,0.2222222222222222
credit_g,gradient_sampling,Gradient sampling,budget_50,seed_2,0.6294194278756178,0.11256647327300792,1.4110638503933728,0.34405649595455284,0.0,0.0,0.3888888888888889,0.6182596165123068,18.0,0.002588044109623138,0.8,0.2393808992565279,0.4,0.6228965262938995,0.125
credit_g,gain_herding,Gain sketch,budget_25,seed_0,2.224567186260875,0.25958530804641905,3.0960799221171635,0.48559944886413076,0.9108990061762654,0.030789433781116,0.1,0.0704341652762595,20.0,0.18129047127367973,0.0,0.504954239953349,0.16666666666666666,0.6417567979104581,0.1111111111111111
credit_g,gain_herding,Gain sketch,budget_25,seed_1,0.7842012095352935,0.13557907007122136,1.5938459319470435,0.4005504809573585,0.0,0.0,0.35,0.6009935890358613,20.0,0.00798214784364519,0.6,0.5809804541792455,0.16666666666666666,0.4983573505392747,0.3333333333333333
credit_g,gain_herding,Gain sketch,budget_25,seed_2,1.216504244756961,0.1537815874096861,1.9277110896388858,0.38025249842529857,0.9108990061762654,0.030789433781116,0.2777777777777778,0.2753404919385967,18.0,0.014348225748881272,0.4,0.26047522691325314,0.4,0.6838034635430876,0.125
credit_g,gain_herding,Gain sketch,budget_50,seed_0,1.0311885552134887,0.109031465201639,1.3004207858691543,0.27436472276903345,0.9108990061762654,0.030789433781116,0.25,0.15690626794958396,20.0,0.02296173285704704,0.2,0.1701888598789747,0.5,0.48348362575795406,0.1111111111111111
credit_g,gain_herding,Gain sketch,budget_50,seed_1,1.1976618960575052,0.12963497171715824,1.5239680593835292,0.3432892420510191,0.9108990061762654,0.030789433781116,0.3,0.2896245341572477,20.0,0.0181159919120697,0.4,0.38278699308760794,0.16666666666666666,0.49760921365937627,0.3333333333333333
credit_g,gain_herding,Gain sketch,budget_50,seed_2,1.327073012181667,0.14445558855333457,1.810806122534768,0.2693368311609802,0.9108990061762654,0.030789433781116,0.2222222222222222,0.21084452574669224,18.0,0.019309594081215208,0.2,0.278450023508439,0.2,0.4199081091186713,0.25
credit_g,gain_path_herding,Gain-path sketch,budget_25,seed_0,1.3431706396089864,0.18060235268528269,2.1540484022155737,0.4003965095661101,0.0,0.0,0.35,0.6529372817749352,20.0,0.009652096760339906,0.8,0.31997490356228414,0.16666666666666666,0.6710911429051999,0.2222222222222222
credit_g,gain_path_herding,Gain-path sketch,budget_25,seed_1,1.783339215299,0.220544916214877,2.5926908728318345,0.5278131714634806,0.9108990061762654,0.030789433781116,0.15,0.2051197772779764,20.0,0.17474801106855725,0.2,0.6283019908687907,0.16666666666666666,0.6569679365237867,0.1111111111111111
credit_g,gain_path_herding,Gain-path sketch,budget_25,seed_2,2.294175934410804,0.23259765301748392,2.915700655054752,0.448745743516904,0.9108990061762654,0.030789433781116,0.05555555555555555,0.07332974922182392,18.0,0.1835782677526358,0.0,0.36194365557142055,0.0,0.6687267208354986,0.125
credit_g,gain_path_herding,Gain-path sketch,budget_50,seed_0,1.2518652101097905,0.1322552935699837,1.577411919408458,0.29792720341995904,0.9108990061762654,0.030789433781116,0.2,0.13484064676657068,20.0,0.02296173285704704,0.2,0.21931072816695832,0.3333333333333333,0.5030967816791327,0.1111111111111111
credit_g,gain_path_herding,Gain-path sketch,budget_50,seed_1,1.4443839873891555,0.1716306433418058,2.0176624794969493,0.4339901690114972,0.9108990061762654,0.030789433781116,0.2,0.26867020656522467,20.0,0.13480738142032173,0.2,0.38069699007440855,0.16666666666666666,0.6357316147424315,0.2222222222222222
credit_g,gain_path_herding,Gain-path sketch,budget_50,seed_2,1.1504373064470361,0.1398755083741944,1.7533930635237274,0.31685293354271343,0.9108990061762654,0.030789433781116,0.1111111111111111,0.13003512043274823,18.0,0.1334981153354602,0.2,0.28484215267059554,0.2,0.45145643296732035,0.0
diabetes,histdistill_greedy,HistDistill-Greedy,budget_25,seed_0,0.3973902576579002,0.3973902576579002,0.3973902576579002,0.3973902576579002,0.3973902576579002,0.3973902576579002,0.0,0.0,1.0,0.3973902576579002,0.0,,,,
diabetes,histdistill_greedy,HistDistill-Greedy,budget_25,seed_1,0.2945548904807902,0.2945548904807902,0.2945548904807902,0.2945548904807902,0.2945548904807902,0.2945548904807902,0.0,0.0,1.0,0.2945548904807902,0.0,,,,
diabetes,histdistill_greedy,HistDistill-Greedy,budget_25,seed_2,0.15008535085758928,0.15008535085758928,0.15008535085758928,0.15008535085758928,0.15008535085758928,0.15008535085758928,0.0,0.0,1.0,0.15008535085758928,0.0,,,,
diabetes,histdistill_greedy,HistDistill-Greedy,budget_50,seed_0,0.28664992136290374,0.28664992136290374,0.28664992136290374,0.28664992136290374,0.28664992136290374,0.28664992136290374,0.0,0.0,1.0,0.28664992136290374,0.0,,,,
diabetes,histdistill_greedy,HistDistill-Greedy,budget_50,seed_1,0.3031922908807985,0.3031922908807985,0.3031922908807985,0.3031922908807985,0.3031922908807985,0.3031922908807985,0.0,0.0,1.0,0.3031922908807985,0.0,,,,
diabetes,histdistill_greedy,HistDistill-Greedy,budget_50,seed_2,0.24468549055822397,0.24468549055822397,0.24468549055822397,0.24468549055822397,0.24468549055822397,0.24468549055822397,0.0,0.0,1.0,0.24468549055822397,0.0,,,,
diabetes,histdistill_refined,HistDistill-Refined,budget_25,seed_0,0.32891958254038434,0.32891958254038434,0.32891958254038434,0.32891958254038434,0.32891958254038434,0.32891958254038434,0.0,0.0,1.0,0.32891958254038434,0.0,,,,
diabetes,histdistill_refined,HistDistill-Refined,budget_25,seed_1,0.2945548904807902,0.2945548904807902,0.2945548904807902,0.2945548904807902,0.2945548904807902,0.2945548904807902,0.0,0.0,1.0,0.2945548904807902,0.0,,,,
diabetes,histdistill_refined,HistDistill-Refined,budget_25,seed_2,0.24260429291592475,0.24260429291592475,0.24260429291592475,0.24260429291592475,0.24260429291592475,0.24260429291592475,0.0,0.0,1.0,0.24260429291592475,0.0,,,,
diabetes,histdistill_refined,HistDistill-Refined,budget_50,seed_0,0.3384076618007543,0.3384076618007543,0.3384076618007543,0.3384076618007543,0.3384076618007543,0.3384076618007543,0.0,0.0,1.0,0.3384076618007543,0.0,,,,
diabetes,histdistill_refined,HistDistill-Refined,budget_50,seed_1,0.17515725432104304,0.17515725432104304,0.17515725432104304,0.17515725432104304,0.17515725432104304,0.17515725432104304,0.0,0.0,1.0,0.17515725432104304,0.0,,,,
diabetes,histdistill_refined,HistDistill-Refined,budget_50,seed_2,0.19391745560287443,0.19391745560287443,0.19391745560287443,0.19391745560287443,0.19391745560287443,0.19391745560287443,0.0,0.0,1.0,0.19391745560287443,0.0,,,,
diabetes,histdistill_density,HistDistill-Density,budget_25,seed_0,0.32891958254038434,0.32891958254038434,0.32891958254038434,0.32891958254038434,0.32891958254038434,0.32891958254038434,0.0,0.0,1.0,0.32891958254038434,0.0,,,,
diabetes,histdistill_density,HistDistill-Density,budget_25,seed_1,0.2571998975819403,0.2571998975819403,0.2571998975819403,0.2571998975819403,0.2571998975819403,0.2571998975819403,0.0,0.0,1.0,0.2571998975819403,0.0,,,,
diabetes,histdistill_density,HistDistill-Density,budget_25,seed_2,0.24260429291592475,0.24260429291592475,0.24260429291592475,0.24260429291592475,0.24260429291592475,0.24260429291592475,0.0,0.0,1.0,0.24260429291592475,0.0,,,,
diabetes,histdistill_density,HistDistill-Density,budget_50,seed_0,0.2766847979752566,0.2766847979752566,0.2766847979752566,0.2766847979752566,0.2766847979752566,0.2766847979752566,0.0,0.0,1.0,0.2766847979752566,0.0,,,,
diabetes,histdistill_density,HistDistill-Density,budget_50,seed_1,0.04310118309753613,0.04310118309753613,0.04310118309753613,0.04310118309753613,0.04310118309753613,0.04310118309753613,0.0,0.0,1.0,0.04310118309753613,0.0,,,,
diabetes,histdistill_density,HistDistill-Density,budget_50,seed_2,0.24260429291592475,0.24260429291592475,0.24260429291592475,0.24260429291592475,0.24260429291592475,0.24260429291592475,0.0,0.0,1.0,0.24260429291592475,0.0,,,,
diabetes,gain_path_refined,Legacy gain-path refined,budget_25,seed_0,0.29194566781278886,0.29194566781278886,0.29194566781278886,0.29194566781278886,0.29194566781278886,0.29194566781278886,0.0,0.0,1.0,0.29194566781278886,0.0,,,,
diabetes,gain_path_refined,Legacy gain-path refined,budget_25,seed_1,0.1106908891021301,0.1106908891021301,0.1106908891021301,0.1106908891021301,0.1106908891021301,0.1106908891021301,0.0,0.0,1.0,0.1106908891021301,0.0,,,,
diabetes,gain_path_refined,Legacy gain-path refined,budget_25,seed_2,0.3064629805728313,0.3064629805728313,0.3064629805728313,0.3064629805728313,0.3064629805728313,0.3064629805728313,0.0,0.0,1.0,0.3064629805728313,0.0,,,,
diabetes,gain_path_refined,Legacy gain-path refined,budget_50,seed_0,0.29194566781278886,0.29194566781278886,0.29194566781278886,0.29194566781278886,0.29194566781278886,0.29194566781278886,0.0,0.0,1.0,0.29194566781278886,0.0,,,,
diabetes,gain_path_refined,Legacy gain-path refined,budget_50,seed_1,0.17515725432104304,0.17515725432104304,0.17515725432104304,0.17515725432104304,0.17515725432104304,0.17515725432104304,0.0,0.0,1.0,0.17515725432104304,0.0,,,,
diabetes,gain_path_refined,Legacy gain-path refined,budget_50,seed_2,0.12463740043313795,0.12463740043313795,0.12463740043313795,0.12463740043313795,0.12463740043313795,0.12463740043313795,0.0,0.0,1.0,0.12463740043313795,0.0,,,,
diabetes,herding,Herding,budget_25,seed_0,0.32891958254038434,0.32891958254038434,0.32891958254038434,0.32891958254038434,0.32891958254038434,0.32891958254038434,0.0,0.0,1.0,0.32891958254038434,0.0,,,,
diabetes,herding,Herding,budget_25,seed_1,0.19072141909880463,0.19072141909880463,0.19072141909880463,0.19072141909880463,0.19072141909880463,0.19072141909880463,0.0,0.0,1.0,0.19072141909880463,0.0,,,,
diabetes,herding,Herding,budget_25,seed_2,0.19391745560287443,0.19391745560287443,0.19391745560287443,0.19391745560287443,0.19391745560287443,0.19391745560287443,0.0,0.0,1.0,0.19391745560287443,0.0,,,,
diabetes,herding,Herding,budget_50,seed_0,0.2563787101328762,0.2563787101328762,0.2563787101328762,0.2563787101328762,0.2563787101328762,0.2563787101328762,0.0,0.0,1.0,0.2563787101328762,0.0,,,,
diabetes,herding,Herding,budget_50,seed_1,0.04310118309753613,0.04310118309753613,0.04310118309753613,0.04310118309753613,0.04310118309753613,0.04310118309753613,0.0,0.0,1.0,0.04310118309753613,0.0,,,,
diabetes,herding,Herding,budget_50,seed_2,0.12939347080518157,0.12939347080518157,0.12939347080518157,0.12939347080518157,0.12939347080518157,0.12939347080518157,0.0,0.0,1.0,0.12939347080518157,0.0,,,,
diabetes,random,Random,budget_25,seed_0,0.2690684579946533,0.2690684579946533,0.2690684579946533,0.2690684579946533,0.2690684579946533,0.2690684579946533,0.0,0.0,1.0,0.2690684579946533,0.0,,,,
diabetes,random,Random,budget_25,seed_1,0.2938946561684106,0.2938946561684106,0.2938946561684106,0.2938946561684106,0.2938946561684106,0.2938946561684106,0.0,0.0,1.0,0.2938946561684106,0.0,,,,
diabetes,random,Random,budget_25,seed_2,0.24058969886711232,0.24058969886711232,0.24058969886711232,0.24058969886711232,0.24058969886711232,0.24058969886711232,0.0,0.0,1.0,0.24058969886711232,0.0,,,,
diabetes,random,Random,budget_50,seed_0,0.2604435908949919,0.2604435908949919,0.2604435908949919,0.2604435908949919,0.2604435908949919,0.2604435908949919,0.0,0.0,1.0,0.2604435908949919,0.0,,,,
diabetes,random,Random,budget_50,seed_1,0.07642381744146376,0.07642381744146376,0.07642381744146376,0.07642381744146376,0.07642381744146376,0.07642381744146376,0.0,0.0,1.0,0.07642381744146376,0.0,,,,
diabetes,random,Random,budget_50,seed_2,0.15008535085758928,0.15008535085758928,0.15008535085758928,0.15008535085758928,0.15008535085758928,0.15008535085758928,0.0,0.0,1.0,0.15008535085758928,0.0,,,,
diabetes,goss_coreset,GOSS coreset,budget_25,seed_0,0.3384076618007543,0.3384076618007543,0.3384076618007543,0.3384076618007543,0.3384076618007543,0.3384076618007543,0.0,0.0,1.0,0.3384076618007543,0.0,,,,
diabetes,goss_coreset,GOSS coreset,budget_25,seed_1,0.2420333880173564,0.2420333880173564,0.2420333880173564,0.2420333880173564,0.2420333880173564,0.2420333880173564,0.0,0.0,1.0,0.2420333880173564,0.0,,,,
diabetes,goss_coreset,GOSS coreset,budget_25,seed_2,0.2029756668018598,0.2029756668018598,0.2029756668018598,0.2029756668018598,0.2029756668018598,0.2029756668018598,0.0,0.0,1.0,0.2029756668018598,0.0,,,,
diabetes,goss_coreset,GOSS coreset,budget_50,seed_0,0.23513889011403163,0.23513889011403163,0.23513889011403163,0.23513889011403163,0.23513889011403163,0.23513889011403163,0.0,0.0,1.0,0.23513889011403163,0.0,,,,
diabetes,goss_coreset,GOSS coreset,budget_50,seed_1,0.3031922908807985,0.3031922908807985,0.3031922908807985,0.3031922908807985,0.3031922908807985,0.3031922908807985,0.0,0.0,1.0,0.3031922908807985,0.0,,,,
diabetes,goss_coreset,GOSS coreset,budget_50,seed_2,0.21249670228945847,0.21249670228945847,0.21249670228945847,0.21249670228945847,0.21249670228945847,0.21249670228945847,0.0,0.0,1.0,0.21249670228945847,0.0,,,,
diabetes,mvs_coreset,MVS coreset,budget_25,seed_0,0.25664424794904966,0.25664424794904966,0.25664424794904966,0.25664424794904966,0.25664424794904966,0.25664424794904966,0.0,0.0,1.0,0.25664424794904966,0.0,,,,
diabetes,mvs_coreset,MVS coreset,budget_25,seed_1,0.3647854600257384,0.3647854600257384,0.3647854600257384,0.3647854600257384,0.3647854600257384,0.3647854600257384,0.0,0.0,1.0,0.3647854600257384,0.0,,,,
diabetes,mvs_coreset,MVS coreset,budget_25,seed_2,0.21128333162438862,0.21128333162438862,0.21128333162438862,0.21128333162438862,0.21128333162438862,0.21128333162438862,0.0,0.0,1.0,0.21128333162438862,0.0,,,,
diabetes,mvs_coreset,MVS coreset,budget_50,seed_0,0.25664424794904966,0.25664424794904966,0.25664424794904966,0.25664424794904966,0.25664424794904966,0.25664424794904966,0.0,0.0,1.0,0.25664424794904966,0.0,,,,
diabetes,mvs_coreset,MVS coreset,budget_50,seed_1,0.3031922908807985,0.3031922908807985,0.3031922908807985,0.3031922908807985,0.3031922908807985,0.3031922908807985,0.0,0.0,1.0,0.3031922908807985,0.0,,,,
diabetes,mvs_coreset,MVS coreset,budget_50,seed_2,0.3064629805728313,0.3064629805728313,0.3064629805728313,0.3064629805728313,0.3064629805728313,0.3064629805728313,0.0,0.0,1.0,0.3064629805728313,0.0,,,,
diabetes,craig_coreset,CRAIG-style,budget_25,seed_0,0.3245156103971766,0.3245156103971766,0.3245156103971766,0.3245156103971766,0.3245156103971766,0.3245156103971766,0.0,0.0,1.0,0.3245156103971766,0.0,,,,
diabetes,craig_coreset,CRAIG-style,budget_25,seed_1,0.2945548904807902,0.2945548904807902,0.2945548904807902,0.2945548904807902,0.2945548904807902,0.2945548904807902,0.0,0.0,1.0,0.2945548904807902,0.0,,,,
diabetes,craig_coreset,CRAIG-style,budget_25,seed_2,0.21249670228945847,0.21249670228945847,0.21249670228945847,0.21249670228945847,0.21249670228945847,0.21249670228945847,0.0,0.0,1.0,0.21249670228945847,0.0,,,,
diabetes,craig_coreset,CRAIG-style,budget_50,seed_0,0.3245156103971766,0.3245156103971766,0.3245156103971766,0.3245156103971766,0.3245156103971766,0.3245156103971766,0.0,0.0,1.0,0.3245156103971766,0.0,,,,
