dataset,method,method_label,budget,seed,split_regret,split_regret_norm,split_regret_mean,split_regret_norm_mean,split_regret_root,split_regret_root_norm,split_regret_agreement,split_regret_weighted_agreement,split_regret_states,split_regret_depth_0_norm,split_regret_depth_0_agreement,split_regret_depth_1_norm,split_regret_depth_1_agreement,split_regret_depth_2_norm,split_regret_depth_2_agreement
credit_approval,distribution_matching,DistributionMatching,budget_50,seed_0,0.18113588255868196,0.18113588255868196,0.18113588255868196,0.18113588255868196,0.18113588255868196,0.18113588255868196,0.0,0.0,1.0,0.18113588255868196,0.0,,,,
credit_approval,distribution_matching,DistributionMatching,budget_50,seed_1,0.13079723680926852,0.13079723680926852,0.13079723680926852,0.13079723680926852,0.13079723680926852,0.13079723680926852,0.0,0.0,1.0,0.13079723680926852,0.0,,,,
credit_approval,distribution_matching,DistributionMatching,budget_50,seed_2,0.048889302158418024,0.048889302158418024,0.048889302158418024,0.048889302158418024,0.048889302158418024,0.048889302158418024,0.0,0.0,1.0,0.048889302158418024,0.0,,,,
credit_approval,k_center,K-center,budget_25,seed_0,0.13389549692764902,0.13389549692764902,0.13389549692764902,0.13389549692764902,0.13389549692764902,0.13389549692764902,0.0,0.0,1.0,0.13389549692764902,0.0,,,,
credit_approval,k_center,K-center,budget_25,seed_1,0.16639767685974763,0.16639767685974763,0.16639767685974763,0.16639767685974763,0.16639767685974763,0.16639767685974763,0.0,0.0,1.0,0.16639767685974763,0.0,,,,
credit_approval,k_center,K-center,budget_25,seed_2,0.39965504332949886,0.39965504332949886,0.39965504332949886,0.39965504332949886,0.39965504332949886,0.39965504332949886,0.0,0.0,1.0,0.39965504332949886,0.0,,,,
credit_approval,k_center,K-center,budget_50,seed_0,0.13389549692764902,0.13389549692764902,0.13389549692764902,0.13389549692764902,0.13389549692764902,0.13389549692764902,0.0,0.0,1.0,0.13389549692764902,0.0,,,,
credit_approval,k_center,K-center,budget_50,seed_1,0.13079723680926852,0.13079723680926852,0.13079723680926852,0.13079723680926852,0.13079723680926852,0.13079723680926852,0.0,0.0,1.0,0.13079723680926852,0.0,,,,
credit_approval,k_center,K-center,budget_50,seed_2,0.048889302158418024,0.048889302158418024,0.048889302158418024,0.048889302158418024,0.048889302158418024,0.048889302158418024,0.0,0.0,1.0,0.048889302158418024,0.0,,,,
credit_approval,gradient_sampling,Gradient sampling,budget_25,seed_0,0.18113588255868196,0.18113588255868196,0.18113588255868196,0.18113588255868196,0.18113588255868196,0.18113588255868196,0.0,0.0,1.0,0.18113588255868196,0.0,,,,
credit_approval,gradient_sampling,Gradient sampling,budget_25,seed_1,0.13079723680926852,0.13079723680926852,0.13079723680926852,0.13079723680926852,0.13079723680926852,0.13079723680926852,0.0,0.0,1.0,0.13079723680926852,0.0,,,,
credit_approval,gradient_sampling,Gradient sampling,budget_25,seed_2,0.048889302158418024,0.048889302158418024,0.048889302158418024,0.048889302158418024,0.048889302158418024,0.048889302158418024,0.0,0.0,1.0,0.048889302158418024,0.0,,,,
credit_approval,gradient_sampling,Gradient sampling,budget_50,seed_0,0.08944207701814422,0.08944207701814422,0.08944207701814422,0.08944207701814422,0.08944207701814422,0.08944207701814422,0.0,0.0,1.0,0.08944207701814422,0.0,,,,
credit_approval,gradient_sampling,Gradient sampling,budget_50,seed_1,0.33613921445672384,0.33613921445672384,0.33613921445672384,0.33613921445672384,0.33613921445672384,0.33613921445672384,0.0,0.0,1.0,0.33613921445672384,0.0,,,,
credit_approval,gradient_sampling,Gradient sampling,budget_50,seed_2,0.03915651225114625,0.03915651225114625,0.03915651225114625,0.03915651225114625,0.03915651225114625,0.03915651225114625,0.0,0.0,1.0,0.03915651225114625,0.0,,,,
credit_approval,gain_herding,Gain sketch,budget_25,seed_0,0.18113588255868196,0.18113588255868196,0.18113588255868196,0.18113588255868196,0.18113588255868196,0.18113588255868196,0.0,0.0,1.0,0.18113588255868196,0.0,,,,
credit_approval,gain_herding,Gain sketch,budget_25,seed_1,0.13079723680926852,0.13079723680926852,0.13079723680926852,0.13079723680926852,0.13079723680926852,0.13079723680926852,0.0,0.0,1.0,0.13079723680926852,0.0,,,,
credit_approval,gain_herding,Gain sketch,budget_25,seed_2,0.048889302158418024,0.048889302158418024,0.048889302158418024,0.048889302158418024,0.048889302158418024,0.048889302158418024,0.0,0.0,1.0,0.048889302158418024,0.0,,,,
credit_approval,gain_herding,Gain sketch,budget_50,seed_0,0.18113588255868196,0.18113588255868196,0.18113588255868196,0.18113588255868196,0.18113588255868196,0.18113588255868196,0.0,0.0,1.0,0.18113588255868196,0.0,,,,
credit_approval,gain_herding,Gain sketch,budget_50,seed_1,0.13079723680926852,0.13079723680926852,0.13079723680926852,0.13079723680926852,0.13079723680926852,0.13079723680926852,0.0,0.0,1.0,0.13079723680926852,0.0,,,,
credit_approval,gain_herding,Gain sketch,budget_50,seed_2,0.048889302158418024,0.048889302158418024,0.048889302158418024,0.048889302158418024,0.048889302158418024,0.048889302158418024,0.0,0.0,1.0,0.048889302158418024,0.0,,,,
credit_approval,gain_path_herding,Gain-path sketch,budget_25,seed_0,0.18113588255868196,0.18113588255868196,0.18113588255868196,0.18113588255868196,0.18113588255868196,0.18113588255868196,0.0,0.0,1.0,0.18113588255868196,0.0,,,,
credit_approval,gain_path_herding,Gain-path sketch,budget_25,seed_1,0.13079723680926852,0.13079723680926852,0.13079723680926852,0.13079723680926852,0.13079723680926852,0.13079723680926852,0.0,0.0,1.0,0.13079723680926852,0.0,,,,
credit_approval,gain_path_herding,Gain-path sketch,budget_25,seed_2,0.048889302158418024,0.048889302158418024,0.048889302158418024,0.048889302158418024,0.048889302158418024,0.048889302158418024,0.0,0.0,1.0,0.048889302158418024,0.0,,,,
credit_approval,gain_path_herding,Gain-path sketch,budget_50,seed_0,0.18113588255868196,0.18113588255868196,0.18113588255868196,0.18113588255868196,0.18113588255868196,0.18113588255868196,0.0,0.0,1.0,0.18113588255868196,0.0,,,,
credit_approval,gain_path_herding,Gain-path sketch,budget_50,seed_1,0.13079723680926852,0.13079723680926852,0.13079723680926852,0.13079723680926852,0.13079723680926852,0.13079723680926852,0.0,0.0,1.0,0.13079723680926852,0.0,,,,
credit_approval,gain_path_herding,Gain-path sketch,budget_50,seed_2,0.048889302158418024,0.048889302158418024,0.048889302158418024,0.048889302158418024,0.048889302158418024,0.048889302158418024,0.0,0.0,1.0,0.048889302158418024,0.0,,,,
credit_g,histdistill_greedy,HistDistill-Greedy,budget_25,seed_0,16.70333485322768,0.8612096392357314,10.271667117211088,0.8211554304833035,26.49714542477421,0.8956339823767654,0.0,0.0,20.0,0.8653694072163358,0.0,0.8129822871797362,0.0,0.802040872278442,0.0
credit_g,histdistill_greedy,HistDistill-Greedy,budget_25,seed_1,19.19399959291458,0.943668312744719,11.093614232531603,0.9194340671896617,29.434910699185718,0.9949338265610854,0.0,0.0,20.0,0.961574585875832,0.0,0.8983755216504488,0.0,0.9100616982790419,0.0
credit_g,histdistill_greedy,HistDistill-Greedy,budget_25,seed_2,16.82640353051599,0.8713717484194823,10.922978562779878,0.8449669644833349,26.49714542477421,0.8956339823767654,0.05555555555555555,0.007479656092120087,18.0,0.8661449031103114,0.0,0.8908474673958731,0.0,0.8030554385211379,0.125
credit_g,histdistill_greedy,HistDistill-Greedy,budget_50,seed_0,15.693130523372853,0.8407169829649724,10.027250735913423,0.8353999252615372,23.84852005710064,0.8061073994998169,0.05,0.016818465289789752,20.0,0.8307903753520447,0.0,0.9087655314927635,0.0,0.7890503821682153,0.1111111111111111
credit_g,histdistill_greedy,HistDistill-Greedy,budget_50,seed_1,17.309786067246606,0.8482956917132953,9.97242890525204,0.8585550070553853,27.013887847935557,0.9131004704417891,0.05,0.06355042928724827,20.0,0.8787878567249218,0.0,0.9075028164463754,0.0,0.8146826620894275,0.1111111111111111
credit_g,histdistill_greedy,HistDistill-Greedy,budget_50,seed_2,17.059071823601286,0.8783545753657901,11.010510972661734,0.8479501387808026,26.49714542477421,0.8956339823767654,0.0,0.0,18.0,0.8661449031103114,0.0,0.8779867473640118,0.0,0.8178055307103539,0.0
credit_g,histdistill_refined,HistDistill-Refined,budget_25,seed_0,2.1473482846053558,0.2488318458391756,2.967823131763148,0.4937987398440099,0.9108990061762654,0.030789433781116,0.0,0.0,20.0,0.13365967022233555,0.0,0.51031838235099,0.0,0.682862905740287,0.0
credit_g,histdistill_refined,HistDistill-Refined,budget_25,seed_1,1.714546623031622,0.2162275972813087,2.541937159772945,0.533015188495378,0.9108990061762654,0.030789433781116,0.2,0.242710410816933,20.0,0.0181159919120697,0.4,0.6283019908687907,0.16666666666666666,0.7555457627927186,0.1111111111111111
credit_g,histdistill_refined,HistDistill-Refined,budget_25,seed_2,2.49532050630626,0.23924449813057777,2.9990214039912804,0.44785468579522064,0.9108990061762654,0.030789433781116,0.1111111111111111,0.13003512043274823,18.0,0.019309594081215208,0.2,0.35050194923676375,0.2,0.7765408284655093,0.0
credit_g,histdistill_refined,HistDistill-Refined,budget_50,seed_0,0.9489289148708804,0.10088091506100655,1.2032089874259662,0.24703356814385113,0.9108990061762654,0.030789433781116,0.2,0.13484064676657068,20.0,0.02296173285704704,0.2,0.26531241743289824,0.3333333333333333,0.35933202155493316,0.1111111111111111
credit_g,histdistill_refined,HistDistill-Refined,budget_50,seed_1,1.9293795243171503,0.1965719157499109,2.310868101458797,0.45457647429217696,0.9108990061762654,0.030789433781116,0.2,0.23805778200215597,20.0,0.13480738142032173,0.2,0.4002923409290143,0.16666666666666666,0.6684153925742049,0.2222222222222222
credit_g,histdistill_refined,HistDistill-Refined,budget_50,seed_2,1.1773937698527361,0.1420734797640007,1.7809454766195212,0.34640415852307876,0.9108990061762654,0.030789433781116,0.1111111111111111,0.13003512043274823,18.0,0.019309594081215208,0.2,0.3596056516812097,0.2,0.5425873280754117,0.0
credit_g,histdistill_density,HistDistill-Density,budget_25,seed_0,2.1473482846053558,0.2488318458391756,2.967823131763148,0.4937987398440099,0.9108990061762654,0.030789433781116,0.0,0.0,20.0,0.13365967022233555,0.0,0.51031838235099,0.0,0.682862905740287,0.0
credit_g,histdistill_density,HistDistill-Density,budget_25,seed_1,1.714546623031622,0.2162275972813087,2.541937159772945,0.533015188495378,0.9108990061762654,0.030789433781116,0.2,0.242710410816933,20.0,0.0181159919120697,0.4,0.6283019908687907,0.16666666666666666,0.7555457627927186,0.1111111111111111
credit_g,histdistill_density,HistDistill-Density,budget_25,seed_2,2.49532050630626,0.23924449813057777,2.9990214039912804,0.44785468579522064,0.9108990061762654,0.030789433781116,0.1111111111111111,0.13003512043274823,18.0,0.019309594081215208,0.2,0.35050194923676375,0.2,0.7765408284655093,0.0
credit_g,histdistill_density,HistDistill-Density,budget_50,seed_0,0.9489289148708804,0.10088091506100655,1.2032089874259662,0.24703356814385113,0.9108990061762654,0.030789433781116,0.2,0.13484064676657068,20.0,0.02296173285704704,0.2,0.26531241743289824,0.3333333333333333,0.35933202155493316,0.1111111111111111
credit_g,histdistill_density,HistDistill-Density,budget_50,seed_1,1.8868546990438173,0.19399797274462433,2.2806092378607175,0.45203818936164913,0.9108990061762654,0.030789433781116,0.25,0.2756484155411126,20.0,0.0181159919120697,0.4,0.5166106293139807,0.16666666666666666,0.6500577835320833,0.2222222222222222
credit_g,histdistill_density,HistDistill-Density,budget_50,seed_2,0.8217900734650795,0.10348667215182462,1.2972450661822907,0.29391748622728453,0.9108990061762654,0.030789433781116,0.1111111111111111,0.13003512043274823,18.0,0.019309594081215208,0.2,0.17065363141635054,0.2,0.5425873280754117,0.0
credit_g,gain_path_refined,Legacy gain-path refined,budget_25,seed_0,1.8222161227999536,0.25070715655585685,2.9901900056873436,0.5271464870443576,0.0,0.0,0.3,0.6242014085368384,20.0,0.146884870811116,0.8,0.5668576431667428,0.16666666666666666,0.7119288364256795,0.1111111111111111
credit_g,gain_path_refined,Legacy gain-path refined,budget_25,seed_1,1.7233184946080025,0.21482053687647013,2.5253959819858602,0.523046941514391,0.9108990061762654,0.030789433781116,0.2,0.242710410816933,20.0,0.0181159919120697,0.4,0.6511248349208748,0.16666666666666666,0.7181788734669138,0.1111111111111111
credit_g,gain_path_refined,Legacy gain-path refined,budget_25,seed_2,2.2424160093110577,0.2252475504490708,2.823564304599699,0.434996072789528,0.9108990061762654,0.030789433781116,0.05555555555555555,0.07332974922182392,18.0,0.1835782677526358,0.0,0.36194365557142055,0.0,0.6377899616989029,0.125
credit_g,gain_path_refined,Legacy gain-path refined,budget_50,seed_0,1.0453968875269908,0.11347702548055594,1.3534430852654475,0.25900543046850266,0.9108990061762654,0.030789433781116,0.2,0.13484064676657068,20.0,0.02296173285704704,0.2,0.26531241743289824,0.3333333333333333,0.38593616005415865,0.1111111111111111
credit_g,gain_path_refined,Legacy gain-path refined,budget_50,seed_1,2.3007649777173462,0.23908010593328638,2.81058760803613,0.5092981726220768,0.9108990061762654,0.030789433781116,0.15,0.20052654534230666,20.0,0.13480738142032173,0.2,0.4002923409290143,0.16666666666666666,0.7900191666406491,0.1111111111111111
credit_g,gain_path_refined,Legacy gain-path refined,budget_50,seed_2,1.5162181102471082,0.18449252849317546,2.312684497034992,0.4141293397256777,0.9108990061762654,0.030789433781116,0.1111111111111111,0.13003512043274823,18.0,0.1334981153354602,0.2,0.4737941729354548,0.2,0.5522333342134531,0.0
credit_g,herding,Herding,budget_25,seed_0,1.967630254460609,0.22991439817573683,2.7421942996491144,0.4482564664537342,0.9108990061762654,0.030789433781116,0.1,0.0704341652762595,20.0,0.16125954825619254,0.0,0.5519567366094447,0.16666666666666666,0.5385656853485614,0.1111111111111111
credit_g,herding,Herding,budget_25,seed_1,1.1928117870655086,0.13509574041878844,1.5881639856118543,0.31761951008619327,0.9108990061762654,0.030789433781116,0.3,0.33629473756167744,20.0,0.0181159919120697,0.4,0.43855049918782996,0.16666666666666666,0.40338969411517095,0.3333333333333333
credit_g,herding,Herding,budget_25,seed_2,1.7518699345109094,0.2131297548543929,2.6716630962475834,0.43820305812924576,0.9108990061762654,0.030789433781116,0.16666666666666666,0.20336486965457215,18.0,0.15793331288125664,0.2,0.4752481836530949,0.2,0.5902184454568332,0.125
credit_g,herding,Herding,budget_50,seed_0,1.5457489162841338,0.149714061702845,1.7856430473095215,0.24551835555166993,0.9108990061762654,0.030789433781116,0.2,0.0946794102826387,20.0,0.10157215502670333,0.0,0.2674829475022412,0.16666666666666666,0.3108454056540483,0.3333333333333333
credit_g,herding,Herding,budget_50,seed_1,0.8354949208769525,0.09844529133352199,1.1573071494652578,0.2373624117633483,0.9108990061762654,0.030789433781116,0.4,0.47127153260395527,20.0,0.0181159919120697,0.4,0.2783937243426035,0.3333333333333333,0.33181176996122186,0.4444444444444444
credit_g,herding,Herding,budget_50,seed_2,0.9944442877447648,0.11526058305134781,1.4448355481882103,0.23007044717231173,0.9108990061762654,0.030789433781116,0.2222222222222222,0.26160778627410375,18.0,0.08591439825411899,0.2,0.23728938428442672,0.2,0.31565614205111014,0.25
credit_g,random,Random,budget_25,seed_0,1.1795708270206884,0.15447363187035293,1.8424105498482017,0.28907958030526093,0.0,0.0,0.35,0.6529372817749352,20.0,0.009652096760339906,0.8,0.29332897734897484,0.16666666666666666,0.4414841398010745,0.2222222222222222
credit_g,random,Random,budget_25,seed_1,12.753126145449695,0.6397187175710016,7.520431251337728,0.6478926030682826,19.283968723781875,0.6518203160088867,0.0,0.0,20.0,0.7185183424915749,0.0,0.5877607441442139,0.0,0.6487439871158324,0.0
credit_g,random,Random,budget_25,seed_2,4.15701814827925,0.3689041237344613,4.624354464763737,0.5608217933370161,0.0,0.0,0.2777777777777778,0.5462839942282821,18.0,0.24257748197859846,0.6,0.582083576113333,0.2,0.7464358737008291,0.125
credit_g,random,Random,budget_50,seed_0,1.925256459649871,0.20008487967291136,2.3864169483881357,0.33523829840166997,0.9108990061762654,0.030789433781116,0.2,0.13484064676657068,20.0,0.02296173285704704,0.2,0.4522758621375164,0.3333333333333333,0.4307002367692296,0.1111111111111111
credit_g,random,Random,budget_50,seed_1,3.3687000299045256,0.3138546461019415,3.689625180711731,0.5813853700488817,0.0,0.0,0.25,0.5540794656955466,20.0,0.28861541640687927,0.6,0.5421164782593255,0.16666666666666666,0.7702146054874761,0.1111111111111111
credit_g,random,Random,budget_50,seed_2,1.053506109948664,0.15402654332807095,1.9307817058829824,0.3703555382940285,0.0,0.0,0.2777777777777778,0.5462839942282821,18.0,0.17277882792324087,0.6,0.2894786849953277,0.2,0.5443890155874588,0.125
credit_g,goss_coreset,GOSS coreset,budget_25,seed_0,13.232205191747331,0.674539225385785,8.045244810326247,0.6860035863807455,21.336705399150844,0.7212051759195922,0.0,0.0,20.0,0.6734410054845622,0.0,0.4574445802058491,0.0,0.8453554687730003,0.0
credit_g,goss_coreset,GOSS coreset,budget_25,seed_1,15.693874260687169,0.8130454175105204,9.558032301789597,0.8651625075976513,19.383644766206352,0.6551894808526105,0.0,0.0,20.0,0.7279276199243718,0.0,0.8628007822295438,0.0,0.9429785954393226,0.0
credit_g,goss_coreset,GOSS coreset,budget_25,seed_2,2.47682188379064,0.29303590851486755,3.6733173328586415,0.5470681312050889,0.0,0.0,0.2222222222222222,0.48804107760875054,18.0,0.18682419759802063,0.6,0.5327689654717883,0.2,0.7811575682928193,0.0
credit_g,goss_coreset,GOSS coreset,budget_50,seed_0,3.7648221335164536,0.39971190963459385,4.767373112770615,0.6475467780108154,0.9108990061762654,0.030789433781116,0.0,0.0,20.0,0.3907835125165528,0.0,0.7502875828486552,0.0,0.7216991667268461,0.0
credit_g,goss_coreset,GOSS coreset,budget_50,seed_1,13.89077819556543,0.7311812219778588,8.59564987098145,0.7681159167280475,19.283968723781875,0.6518203160088867,0.0,0.0,20.0,0.7484654356085454,0.0,0.6589164584606203,0.0,0.8518324895282778,0.0
credit_g,goss_coreset,GOSS coreset,budget_50,seed_2,2.0591147824520326,0.21412968068845448,2.684197549504342,0.4133562089924806,0.0,0.0,0.2222222222222222,0.39226876467281263,18.0,0.00699382056876881,0.6,0.3076320624864579,0.2,0.7334102933235647,0.0
credit_g,mvs_coreset,MVS coreset,budget_25,seed_0,12.033185707844867,0.6536949287062702,7.796634405809212,0.7426375083701269,19.283968723781875,0.6518203160088867,0.0,0.0,20.0,0.6320544511227493,0.0,0.6985783565858615,0.0,0.8334453080304026,0.0
credit_g,mvs_coreset,MVS coreset,budget_25,seed_1,1.6374887014689918,0.2068808957072057,2.432058826242693,0.5255650414861333,0.9108990061762654,0.030789433781116,0.2,0.242710410816933,20.0,0.0181159919120697,0.4,0.602652841107742,0.16666666666666666,0.7560893137239851,0.1111111111111111
credit_g,mvs_coreset,MVS coreset,budget_25,seed_2,17.548460772863262,0.8914364387059315,11.174497139397992,0.8686758129565396,27.97872065001632,0.9457129285387802,0.0,0.0,18.0,0.9351716416996071,0.0,0.9266707676983984,0.0,0.7908690732784605,0.0
credit_g,mvs_coreset,MVS coreset,budget_50,seed_0,1.7893532178691798,0.1846644619231846,2.2024972722520317,0.3764405588259605,0.9108990061762654,0.030789433781116,0.1,0.061388039174202734,20.0,0.2468907926225116,0.0,0.29586784552474366,0.16666666666666666,0.5021277933620211,0.1111111111111111
credit_g,mvs_coreset,MVS coreset,budget_50,seed_1,15.442690174449668,0.780126931378073,9.1710478271174,0.8016138196942919,28.817991645270602,0.97408125319122,0.0,0.0,20.0,0.915531079394347,0.0,0.6606325167924868,0.0,0.8323139884621314,0.0
credit_g,mvs_coreset,MVS coreset,budget_50,seed_2,3.692266048926454,0.3519517699259872,4.411850217782481,0.5602687373417417,0.0,0.0,0.16666666666666666,0.33556339346188835,18.0,0.30932901894461173,0.4,0.5589762708416602,0.0,0.7179138529024991,0.125
credit_g,craig_coreset,CRAIG-style,budget_25,seed_0,18.219474507991336,0.9403269620666674,11.215301241006419,0.8961865473003355,29.484566881374157,0.9966122626148604,0.0,0.0,20.0,0.9474931682372036,0.0,0.9199772126196577,0.0,0.8518224254558605,0.0
credit_g,craig_coreset,CRAIG-style,budget_25,seed_1,18.70591045137424,0.914717872580368,10.75327747362193,0.8612707770092228,29.08166571366483,0.9829937398813751,0.0,0.0,20.0,0.9886891017415529,0.0,0.7898007665917928,0.0,0.838129492436215,0.0
credit_g,craig_coreset,CRAIG-style,budget_25,seed_2,2.3305515931255174,0.23335640513334865,2.9252119033951853,0.47237890736766386,0.9108990061762654,0.030789433781116,0.1111111111111111,0.13003512043274823,18.0,0.019309594081215208,0.2,0.30931988527565984,0.2,0.8574591169791967,0.0
credit_g,craig_coreset,CRAIG-style,budget_50,seed_0,18.326744637542834,0.917419554294796,10.942084063177699,0.8399974776420924,29.484566881374157,0.9966122626148604,0.05,0.016818465289789752,20.0,0.9537309119534797,0.0,0.8455892454475312,0.0,0.7730843911543623,0.1111111111111111
credit_g,craig_coreset,CRAIG-style,budget_50,seed_1,6.884979039326891,0.44212524536256387,5.197553895022542,0.5333282513464681,0.9108990061762654,0.030789433781116,0.05,0.016880225882818543,20.0,0.25755768642759436,0.0,0.6245545929180918,0.0,0.6257165596980931,0.1111111111111111
credit_g,craig_coreset,CRAIG-style,budget_50,seed_2,18.845897018056487,0.9622372337382772,12.062012218661025,0.9224451010424873,29.566379861308864,0.9993776354070752,0.0,0.0,18.0,0.999093031547217,0.0,0.8722656779998829,0.0,0.9059022838786593,0.0
credit_g,gradmatch_coreset,GradMatch-style,budget_25,seed_0,13.166952587543616,0.6914899389287701,8.247416359482685,0.7123158022231564,19.283968723781875,0.6518203160088867,0.0,0.0,20.0,0.7694024090491125,0.0,0.6608430064095964,0.0,0.7149162178622208,0.0
credit_g,gradmatch_coreset,GradMatch-style,budget_25,seed_1,15.649113983285229,0.7736014187834693,9.094334941438845,0.7191464570593105,23.77797263776369,0.8037228156092034,0.1,0.015611016974925347,20.0,0.7540848583661266,0.0,0.6531335006538429,0.16666666666666666,0.7437448717147245,0.1111111111111111
credit_g,gradmatch_coreset,GradMatch-style,budget_25,seed_2,17.152837802398036,0.8676335792008291,10.876119180072724,0.8269947741004616,27.39165041423939,0.925869279542834,0.0,0.0,18.0,0.9470888139848114,0.0,0.910006034203106,0.0,0.7000539616085906,0.0
credit_g,gradmatch_coreset,GradMatch-style,budget_50,seed_0,14.891591893039642,0.7282925493948343,8.68636193850253,0.664842750669225,24.807781756085358,0.8385315479063808,0.0,0.0,20.0,0.8013632271031879,0.0,0.6626807072333419,0.0,0.5904394038298344,0.0
credit_g,gradmatch_coreset,GradMatch-style,budget_50,seed_1,15.430113395863739,0.7502191985738751,8.81945728855795,0.7102458776988543,24.510313271358008,0.8284767710865789,0.15,0.07916144626217361,20.0,0.7913553641620663,0.0,0.6953810605285223,0.16666666666666666,0.6750949299995134,0.2222222222222222
credit_g,gradmatch_coreset,GradMatch-style,budget_50,seed_2,12.44594925366199,0.6475504867657611,8.1172933344346,0.6248687114683722,18.678580661368798,0.6313575034103858,0.0,0.0,18.0,0.6646565635484463,0.0,0.5644317182155779,0.0,0.6377744247013224,0.0
credit_g,grand_coreset,GraNd,budget_25,seed_0,12.500611635897375,0.6054549231784379,7.22127475359486,0.6105908199885246,21.336705399150844,0.7212051759195922,0.0,0.0,20.0,0.6734410054845622,0.0,0.43743755928728884,0.0,0.6911095574026611,0.0
credit_g,grand_coreset,GraNd,budget_25,seed_1,18.362107121367703,0.9136966864848879,10.741272572694474,0.8530499365053142,26.655985426584,0.9010029570757766,0.1,0.015611016974925347,20.0,0.9541667979582698,0.0,0.7851566227298318,0.16666666666666666,0.8421361115484385,0.1111111111111111
credit_g,grand_coreset,GraNd,budget_25,seed_2,3.782902859946599,0.3586777980646982,4.496163556268671,0.5872668875471274,0.9108990061762654,0.030789433781116,0.1111111111111111,0.13003512043274823,18.0,0.21333798527200093,0.2,0.5887475655068061,0.2,0.8200470277442824,0.0
credit_g,grand_coreset,GraNd,budget_50,seed_0,11.029896034370422,0.5176166725359665,6.173625923795067,0.5013893161135196,19.283968723781875,0.6518203160088867,0.05,0.0287358732380968,20.0,0.6320544511227493,0.0,0.3754950723879447,0.0,0.5127270702587752,0.1111111111111111
credit_g,grand_coreset,GraNd,budget_50,seed_1,1.0343631830052455,0.1673476010659055,1.9673117173607668,0.4345079726185421,0.0,0.0,0.25,0.5540794656955466,20.0,0.00798214784364519,0.6,0.5268488616396857,0.16666666666666666,0.6099061714793892,0.1111111111111111
credit_g,grand_coreset,GraNd,budget_50,seed_2,5.062110943958547,0.4343534331701523,5.44478662269347,0.6184246448583721,0.0,0.0,0.2777777777777778,0.5240288887507628,18.0,0.19949870601635028,0.8,0.673394928529514,0.2,0.8458969293401721,0.0
credit_g,el2n_coreset,EL2N,budget_25,seed_0,12.500611635897375,0.6054549231784379,7.22127475359486,0.6105908199885246,21.336705399150844,0.7212051759195922,0.0,0.0,20.0,0.6734410054845622,0.0,0.43743755928728884,0.0,0.6911095574026611,0.0
credit_g,el2n_coreset,EL2N,budget_25,seed_1,18.362107121367703,0.9136966864848879,10.741272572694474,0.8530499365053142,26.655985426584,0.9010029570757766,0.1,0.015611016974925347,20.0,0.9541667979582698,0.0,0.7851566227298318,0.16666666666666666,0.8421361115484385,0.1111111111111111
credit_g,el2n_coreset,EL2N,budget_25,seed_2,3.782902859946599,0.3586777980646982,4.496163556268671,0.5872668875471274,0.9108990061762654,0.030789433781116,0.1111111111111111,0.13003512043274823,18.0,0.21333798527200093,0.2,0.5887475655068061,0.2,0.8200470277442824,0.0
credit_g,el2n_coreset,EL2N,budget_50,seed_0,11.029896034370422,0.5176166725359665,6.173625923795067,0.5013893161135196,19.283968723781875,0.6518203160088867,0.05,0.0287358732380968,20.0,0.6320544511227493,0.0,0.3754950723879447,0.0,0.5127270702587752,0.1111111111111111
credit_g,el2n_coreset,EL2N,budget_50,seed_1,1.0343631830052455,0.1673476010659055,1.9673117173607668,0.4345079726185421,0.0,0.0,0.25,0.5540794656955466,20.0,0.00798214784364519,0.6,0.5268488616396857,0.16666666666666666,0.6099061714793892,0.1111111111111111
credit_g,el2n_coreset,EL2N,budget_50,seed_2,5.062110943958547,0.4343534331701523,5.44478662269347,0.6184246448583721,0.0,0.0,0.2777777777777778,0.5240288887507628,18.0,0.19949870601635028,0.8,0.673394928529514,0.2,0.8458969293401721,0.0
credit_g,distribution_matching,DistributionMatching,budget_25,seed_0,18.29875663868465,0.9146167287923395,10.908654699132944,0.8718437518688699,29.325319728680142,0.991229525747811,0.0,0.0,20.0,0.9846426003176724,0.0,0.7136164962118517,0.0,0.9146625620575475,0.0
credit_g,distribution_matching,DistributionMatching,budget_25,seed_1,15.986774084424363,0.7767991745508419,9.13192724841152,0.7542110222012859,24.19237811996901,0.8177301974005754,0.05,0.03003389745749612,20.0,0.7607536166976432,0.0,0.8415327579460823,0.0,0.6923617569845567,0.1111111111111111
credit_g,distribution_matching,DistributionMatching,budget_25,seed_2,2.1081556890234303,0.22647228404046227,2.8389168091858883,0.4398612187462078,0.9108990061762654,0.030789433781116,0.16666666666666666,0.20336486965457215,18.0,0.019309594081215208,0.2,0.3657458589181722,0.2,0.7490280840543504,0.125
credit_g,distribution_matching,DistributionMatching,budget_50,seed_0,2.083765776973568,0.2717029266979581,3.2406070376663765,0.5003164613102545,0.0,0.0,0.3,0.6242014085368384,20.0,0.11069793736528852,0.8,0.5209222972569758,0.16666666666666666,0.703033972870755,0.1111111111111111
credit_g,distribution_matching,DistributionMatching,budget_50,seed_1,0.7380577903375991,0.13697250347800685,1.6102269129176132,0.42626495032616535,0.0,0.0,0.3,0.5841133631530427,20.0,0.00798214784364519,0.6,0.5136203414727399,0.16666666666666666,0.6004073576076269,0.2222222222222222
