dataset,seed,state,depth,margin,best_gain,num_candidates
pc1,seed_2,probe_d2,2,0.36205038641822807,3.0464151351450917,119
pc1,seed_2,probe_d1,1,0.2023736629098103,3.7930214894378587,124
pc1,seed_2,probe_d2,2,0.09497742245759078,1.8416748576566881,121
pc1,seed_2,probe_d0,0,0.10065393547973045,4.716898256950173,123
pc1,seed_2,probe_d1,1,0.17408275383102678,3.190688970207926,115
pc1,seed_2,probe_d2,2,0.13785815032116178,3.2324288369040834,123
pc1,seed_2,probe_d0,0,0.017155275343971432,1.2943649130922108,121
pc1,seed_2,probe_d1,1,0.046143958211222524,0.8896406369580481,118
pc3,seed_0,root,0,0.04376093244700463,0.5665167681379588,120
pc3,seed_1,root,0,0.030051882470480074,0.5567327376325771,123
pc3,seed_2,root,0,0.008182112357323357,0.5173694085596748,124
pc4,seed_0,root,0,0.01754591724524912,0.6813514454700226,124
pc4,seed_1,root,0,0.034588289927107274,0.7192904962756163,125
pc4,seed_2,root,0,0.09646835818704302,0.7314465932208766,122
phoneme,seed_0,root,0,0.17032545600501503,1.0815888899764077,94
phoneme,seed_1,root,0,0.143309818620466,0.9652125140469163,98
phoneme,seed_2,root,0,0.004937670935544536,0.9789216853733608,103
qsar_biodeg,seed_0,root,0,0.04742654327452933,0.7785978381995038,125
qsar_biodeg,seed_1,root,0,0.018229813707670517,0.6570073776239376,120
qsar_biodeg,seed_2,root,0,0.089152029712665,0.8168467812100387,121
sick,seed_0,root,0,0.004624081740101371,0.44181864792482806,107
sick,seed_1,root,0,0.050367927259878265,0.47597957660754,107
sick,seed_2,root,0,0.015252786293357024,0.42095957410599943,105
spambase,seed_0,root,0,4.707203687713047,450.26338879110045,118
spambase,seed_0,probe_d0,0,4.707203687713047,450.26338879110045,116
spambase,seed_0,probe_d1,1,4.092433909507918,107.56895329239353,119
spambase,seed_0,probe_d2,2,5.348541440371434,46.6434161531962,116
spambase,seed_0,probe_d2,2,0.9023666877845358,12.24834307906682,122
spambase,seed_0,probe_d1,1,0.2794882425986316,122.26588488192738,121
spambase,seed_0,probe_d2,2,1.1122836164392425,68.34502587871083,119
spambase,seed_0,probe_d2,2,1.8049927631550418,9.366658253489732,123
spambase,seed_0,probe_d0,0,4.152820263207104,380.98461982954194,118
spambase,seed_0,probe_d1,1,2.3778264674223806,94.43347633822768,120
spambase,seed_0,probe_d2,2,1.7090456391006228,40.31450545400176,120
spambase,seed_0,probe_d2,2,2.1423694511729394,14.470061353390108,118
spambase,seed_0,probe_d1,1,0.7839102014969512,107.04714582353435,120
spambase,seed_0,probe_d2,2,1.8207465785647088,65.15889985309174,122
spambase,seed_0,probe_d2,2,1.7384827166985133,8.986060722169327,117
spambase,seed_0,probe_d0,0,1.7553613387857752,222.09491309174447,115
spambase,seed_0,probe_d1,1,2.466903495887294,54.01679446342368,112
spambase,seed_0,probe_d2,2,0.4565302925262529,23.395591192755262,117
spambase,seed_0,probe_d2,2,1.435021582263495,9.820585597718317,120
spambase,seed_0,probe_d1,1,0.35677477756226494,64.63711915223074,122
spambase,seed_0,probe_d2,2,1.9949817888520798,34.68705904729957,120
spambase,seed_0,probe_d2,2,1.1281398541632086,14.95276912303882,117
spambase,seed_0,probe_d0,0,0.24277129787387253,121.55216921009715,119
spambase,seed_0,probe_d1,1,0.0821620368424334,30.91042195247077,117
spambase,seed_0,probe_d2,2,0.32693491541012065,15.072913175391378,119
