dataset,method,method_label,budget,seed,checkpoint,rho_max,rho_mean,rho_p90,rows
gametes_epistasis_2_way_20atts_0_4h_edm_1_1,histdistill_refined,HistDistill-Refined,budget_50,seed_1,5,0.361515536904335,0.14636038085329348,0.262272558733821,100
gametes_epistasis_2_way_20atts_0_4h_edm_1_1,histdistill_refined,HistDistill-Refined,budget_50,seed_1,10,0.5806036293506622,0.20102541011525318,0.407079279050231,100
gametes_epistasis_2_way_20atts_0_4h_edm_1_1,histdistill_refined,HistDistill-Refined,budget_50,seed_1,25,0.7821941673755646,0.2424625974544324,0.44392142891883873,100
gametes_epistasis_2_way_20atts_0_4h_edm_1_1,histdistill_refined,HistDistill-Refined,budget_50,seed_1,50,1.3105462193489075,0.38881662622094154,0.7577157581225039,100
gametes_epistasis_2_way_20atts_0_4h_edm_1_1,histdistill_refined,HistDistill-Refined,budget_50,seed_2,1,0.10157707147300243,0.03724851272068918,0.0768957670778037,100
gametes_epistasis_2_way_20atts_0_4h_edm_1_1,histdistill_refined,HistDistill-Refined,budget_50,seed_2,5,0.2811356782913208,0.1117289512977004,0.23532501589506868,100
gametes_epistasis_2_way_20atts_0_4h_edm_1_1,histdistill_refined,HistDistill-Refined,budget_50,seed_2,10,0.44995714724063873,0.1453818693733774,0.27877932321280247,100
gametes_epistasis_2_way_20atts_0_4h_edm_1_1,histdistill_refined,HistDistill-Refined,budget_50,seed_2,25,0.7280671894550323,0.2745151695050299,0.5485631193965675,100
gametes_epistasis_2_way_20atts_0_4h_edm_1_1,histdistill_refined,HistDistill-Refined,budget_50,seed_2,50,1.0651991814374924,0.3877479180879891,0.7831307128071786,100
gametes_epistasis_2_way_20atts_0_4h_edm_1_1,histdistill_greedy,Pure greedy selector,budget_25,seed_0,1,0.16638001054525375,0.0671617359528318,0.10479228412732487,50
gametes_epistasis_2_way_20atts_0_4h_edm_1_1,histdistill_greedy,Pure greedy selector,budget_25,seed_0,5,0.6017081439495087,0.2252929810062051,0.3935114696621895,50
gametes_epistasis_2_way_20atts_0_4h_edm_1_1,histdistill_greedy,Pure greedy selector,budget_25,seed_0,10,0.8922358155250549,0.4328818770125508,0.6537982761859894,50
gametes_epistasis_2_way_20atts_0_4h_edm_1_1,histdistill_greedy,Pure greedy selector,budget_25,seed_0,25,1.8296918869018555,0.7418459910154342,1.1914676874876022,50
gametes_epistasis_2_way_20atts_0_4h_edm_1_1,histdistill_greedy,Pure greedy selector,budget_25,seed_0,50,2.600359657779336,1.0664511052146555,1.8073901295661927,50
gametes_epistasis_2_way_20atts_0_4h_edm_1_1,histdistill_greedy,Pure greedy selector,budget_25,seed_1,1,0.12757327407598495,0.08021188525483013,0.1156278961338103,50
gametes_epistasis_2_way_20atts_0_4h_edm_1_1,histdistill_greedy,Pure greedy selector,budget_25,seed_1,5,0.7091058641672134,0.2807222669199109,0.6253243312239647,50
gametes_epistasis_2_way_20atts_0_4h_edm_1_1,histdistill_greedy,Pure greedy selector,budget_25,seed_1,10,1.1987823247909546,0.4604809521883726,0.8858617335557938,50
gametes_epistasis_2_way_20atts_0_4h_edm_1_1,histdistill_greedy,Pure greedy selector,budget_25,seed_1,25,1.7623246312141418,0.7550398196373135,1.5694552376866342,50
gametes_epistasis_2_way_20atts_0_4h_edm_1_1,histdistill_greedy,Pure greedy selector,budget_25,seed_1,50,2.3519563525915146,1.0495741971209644,2.000633734464645,50
gametes_epistasis_2_way_20atts_0_4h_edm_1_1,histdistill_greedy,Pure greedy selector,budget_25,seed_2,1,0.19576449692249298,0.08124055495485663,0.1064675930887461,50
gametes_epistasis_2_way_20atts_0_4h_edm_1_1,histdistill_greedy,Pure greedy selector,budget_25,seed_2,5,0.5177860110998154,0.2261676514428109,0.42515606954693796,50
gametes_epistasis_2_way_20atts_0_4h_edm_1_1,histdistill_greedy,Pure greedy selector,budget_25,seed_2,10,0.7586319744586945,0.3862399069964886,0.6782018944621087,50
gametes_epistasis_2_way_20atts_0_4h_edm_1_1,histdistill_greedy,Pure greedy selector,budget_25,seed_2,25,1.5951030552387238,0.6454798623919487,1.1578652441501618,50
gametes_epistasis_2_way_20atts_0_4h_edm_1_1,histdistill_greedy,Pure greedy selector,budget_25,seed_2,50,2.2112475633621216,0.932549687884748,1.752601468935609,50
