dataset,method,budget,learner,auroc_mean,auroc_std,accuracy_mean,train_seconds_mean
gametes_epistasis_2_way_20atts_0_1h_edm_1_1,gain_path_refined,budget_100,mlp,0.546078125,0.02017508355824164,0.534375,0.8246787399988534
gametes_epistasis_2_way_20atts_0_1h_edm_1_1,gain_path_refined,budget_100,random_forest,0.5527734375,0.029623581993192948,0.56875,0.736424000000261
gametes_epistasis_2_way_20atts_0_1h_edm_1_1,gain_path_refined,budget_100,xgboost,0.623828125,0.018050637121394934,0.58875,0.03574129999797151
gametes_epistasis_2_way_20atts_0_1h_edm_1_1,gain_path_refined,budget_200,catboost,0.597765625,0.015323044241091693,0.57375,1.11221736000698
gametes_epistasis_2_way_20atts_0_1h_edm_1_1,gain_path_refined,budget_200,lightgbm,0.60028125,0.02963651306233813,0.5725,0.04018562000092061
gametes_epistasis_2_way_20atts_0_1h_edm_1_1,gain_path_refined,budget_200,mlp,0.57661328125,0.03141819847143419,0.5506249999999999,1.530110659998536
gametes_epistasis_2_way_20atts_0_1h_edm_1_1,gain_path_refined,budget_200,random_forest,0.5623203125,0.006438182609440302,0.5493750000000001,0.6538345400036633
gametes_epistasis_2_way_20atts_0_1h_edm_1_1,gain_path_refined,budget_200,xgboost,0.5897578125,0.02879443375521047,0.563125,0.04409291999763809
gametes_epistasis_2_way_20atts_0_1h_edm_1_1,gain_path_refined,budget_25,catboost,0.5133359375,0.0204451348745628,0.5075000000000001,0.15860915999874123
gametes_epistasis_2_way_20atts_0_1h_edm_1_1,gain_path_refined,budget_25,lightgbm,0.512296875,0.018102242751298896,0.5037499999999999,0.016747200001918826
gametes_epistasis_2_way_20atts_0_1h_edm_1_1,gain_path_refined,budget_25,mlp,0.504328125,0.02233682421071342,0.499375,0.2738221599978715
gametes_epistasis_2_way_20atts_0_1h_edm_1_1,gain_path_refined,budget_25,random_forest,0.5317265625,0.025440851763975255,0.5225,0.5946676000028674
gametes_epistasis_2_way_20atts_0_1h_edm_1_1,gain_path_refined,budget_25,xgboost,0.5383671875,0.01713284545282968,0.528125,0.03113642000243999
gametes_epistasis_2_way_20atts_0_1h_edm_1_1,gain_path_refined,budget_50,catboost,0.5067578125,0.02584233855114492,0.51125,0.21361350000261153
gametes_epistasis_2_way_20atts_0_1h_edm_1_1,gain_path_refined,budget_50,lightgbm,0.5018007812499999,0.023518161168002063,0.5037499999999999,0.022077280001394684
gametes_epistasis_2_way_20atts_0_1h_edm_1_1,gain_path_refined,budget_50,mlp,0.54425,0.02511869710179648,0.5431250000000001,0.4180590399999346
gametes_epistasis_2_way_20atts_0_1h_edm_1_1,gain_path_refined,budget_50,random_forest,0.5537578125,0.019737222521947227,0.5431250000000001,0.5694653200011089
gametes_epistasis_2_way_20atts_0_1h_edm_1_1,gain_path_refined,budget_50,xgboost,0.59621875,0.04578944339278111,0.5700000000000001,0.029738100001850398
